,label,category,stance,parents,similars,label_name,keywords,paraphrase,summary,full_text,groups,rating,reaction_to_argument
10,FAQ.6,FAQ,,,,Behandlung Notfälle,"([Notfall, Notarzt, Notärzt*, Notaufnahme]; 3)",was /ist mit medizinischen Notfällen?,Was ist mit medizinischen Notfällen?,Was ist mit medizinischen Notfällen?,FAQ.G1,0,
11,FAQ.6-1,FAQ,,FAQ.6,,Mediziner behandeln Notfälle,,Notfälle /werden von Medizinern behandelt.,Notfälle werden von Medizinern behandelt.,"Notfälle werden nach wie vor von Medizinern behandelt, genauso wie Operationen und andere manuelle Eingriffe. Medikamentöse Therapie würden allerdings von der medKI übernommen.",FAQ.G1,,
12,FAQ.7,FAQ,,,,Regelung med. Fehlentscheidungen,,wie /sind derzeit medizinische Fehlentscheidungen juristisch geregelt?,Wie sind derzeit medizinische Fehlentscheidungen juristisch geregelt?,Wie sind derzeit medizinische Fehlentscheidungen juristisch geregelt?,FAQ.G1,0,
13,FAQ.7-1,FAQ,,FAQ.7,,rechtliche Konsequenzen für Ärzte,,bei Behandlungsfehlern ,,Bei Behandlungsfehlern drohen dem Behandelnden zivilrechtliche (z.B. Schadensersatzzahlungen) wie auch strafrechtliche (z.B. Geld- oder Freiheitsstrafe) Konsequenzen. Grundsätzlich müssen Patient:innen Behandlungsfehler beweisen.,FAQ.G1,,
14,FAQ.8,FAQ,,,,,,was /ist die Meinung der KI bzw. des Chatbots ist?,Was ist die Meinung der KI bzw. des Chatbots?,Was ist die Meinung der KI bzw. des Chatbots?,FAQ.G1,0,
15,FAQ.8-1,FAQ,,FAQ.8,,,,die KI bzw. der Chatbot /hat keine Meinung.,Die KI bzw. der Chatbot hat keine Meinung. ,"Die KI bzw. der Chatbot wird genutzt, um ethischen Diskussionen zu fördern und soll dabei auf die Einhaltung von Diskussionsregeln achten sowie dafür sorgen, dass die wichtigsten Argumente in natürlicher Form thematisiert werden, ohne das vom Chatbot eine Meinung vertreten wird, die er für richtig hält. Ein rationaler Dialogstil in einer offenen statt einer zielgerichteten Diskussion wird angestrebt.",FAQ.G1,,
16,,,,,,,,,,,,,
17,,,,,,,,,,,,,
18,,,,,,,,,,,,,
19,,,,,,,,,,,,,
20,,,,,,,,,,,,,
21,,,,,,,,,,,,,
