prev_labels,type,label,text
['intro_62'],user,Z.P14,Man muss keine Personen für den ÖPNV einstellen.
"['intro_1', 'z_trans_12', 'Z.C5']",user,Z.P1,Berufsfahrer müssen keine Pausen einlegen.
['intro_62'],user,Z.C2-1,Tempolimits werden eingehalten.
"['intro_2', 'z_trans_13', 'Z.C10']",user,Z.P11,Verkehrsregeln werden eingehalten.
['intro_61'],user,Z.P12,Der Verkehr läuft flüssiger.
[],user,Z.P11,Ich finde eine KI kann viel genauer im Straßenverkehr agieren als ein Mensch. Menschen sind deutlich Fehleranfälliger!
['intro_61'],user,Z.P11,Eine KI ist nicht so Fehleranfällig wie wie ein Mensch und ist daher deutlich sicherer.
"['intro_1', 'z_trans_12', 'Z.C5']",user,Z.C5,Ja das kann sein aber das ist bei Veränderungen der Umwelt eines Menschen immer so.
['intro_61'],user,Z.C5,Menschen haben immer Angst vor Veränderungen.
"['intro_2', 'z_trans_11', 'Z.C10']",user,Z.C10,Ja das sehe ich auch so. Die KI müssen ebenfalls einem Recht folgen und dem Menschen untergeordnet sein.
['intro_61'],user,Z.C10,Eine KI muss auch dem Rechtlichen Rahmen folgen wie Menschen.
"['intro_1', 'z_trans_11', 'Z.C2']",user,Z.C2-1,"Wenn alle Fahrzeuge mit KI fahren würden wäre das kein Problem, da die Systeme untereinander kommunizieren könnten und die Fahrzeiten sich dadurch verringern würden, sowie Staus und Unfälle."
[],user,Z.P11,Sicherheit
['intro_61'],user,Z.P11,Es wäre sicherer
['intro_61'],user,Z.P1,Es ist für die Menschen entspannter und man kann andere Sachen während der Fahrt machen
['intro_62'],user,Z.P12,Man könnte schneller an sein Ziel kommen
"['intro_3', 'z_trans_13', 'Z.C2']",user,Z.P12,Es wäre Kraftstoff sparend
['intro_62'],user,Z.P12,Bei autonomen Fahren würde man Kraftstoff sparen
"['intro_1', 'z_trans_13', 'Z.C4']",user,Z.P11,Bei normalen Autos passieren mehr Unfälle und Anschläge
['intro_61'],user,Z.P11,In autonomen Autos kann man nicht in Menschenmengen fahren
"['intro_2', 'z_trans_2', 'Z.C8']",user,Z.C3,Bei schlechtem Wetter könnten die Systeme nicht mehr funktionieren
['intro_62'],user,Z.C3,Bei schlechtem Wetter funktionieren die Systeme des Autonomen Fahrens nicht mehr so gut
"['intro_1', 'z_trans_12', 'Z.P2-1']",user,Z.C8,Bei den rege Datenaustausch könnte es zu Datenschutz Verletzungen kommen
['intro_61'],user,Z.C8,Bei Autonomen fahren gibt es viel Datenaustausch. den das könnte zu Datenschutz Verletzungen kommen
[],user,Z.P11,Durch vollständig autonomes fahren würden keine unfälle mehr entstehen
['intro_61'],user,Z.P11,weniger bis keine unfälle
['intro_62'],user,Z.P12,theoretisch wird der verkehr effizienter durch weniger fehler der menschen
"['intro_1', 'z_trans_2', 'Z.C4']",user,Z.C4-1,durch sensoren im auto die kollisionen vermeiden sollen könnte man das verhindern
[],user,Z.P11,Mehr Sicherheit
['intro_61'],user,Z.P11,Durch beispielsweise Unachtsamkeit verursachte Unfälle konnten so verhindern werden. Der Straßenverkehr würde so sicherer werden
[],user,Z.C11,"Falls die Technik versagen sollte, ist unklar, wer schuldig ist"
['intro_61'],user,Z.C11,"Es ist schwierig zu sagen, wer im Falle eines Unfalls die Schuld trägt"
"['intro_1', 'z_trans_11', 'Z.P6']",user,Z.P6-1,"Das stimmt, aber es gibt auch Angebote für diese Menschen, die von Nicht-KI-gesteuerten Fahrzeugen gefahren werden"
['intro_62'],user,Z.P6-1,Nicht-autonome Fahrzeuge können genau so genutzt wrrden
"['intro_1', 'z_trans_11', 'Z.C2-1']",user,Z.P9-1,"ja, aber KI ist nicht so sicher wie von Menschen gesteuerte Fahrzeuge"
['intro_62'],user,Z.P11,Technik kann nicht emotional reagieren
[],user,Z.P11,Mit autonomen Fahren passieren weniger Unfälle.
['intro_61'],user,Z.P11,Weniger Unfälle
"['intro_1', 'z_trans_12', 'Z.C5']",user,Z.C5-2,Dafür muss mehr Akzeptanz in der Gesellschaft geschaffen werden
"['intro_27', 'Z.C5-2', 'intro_5', 'z_trans_1', 'Z.C4']",user,Z.C4-1,Abschottung der Straßen von anderen Verkehrsteilnehmern
"['intro_1', 'z_trans_13', 'Z.C10']",user,Z.C10,Die Politik sollte die Rahmenbedingungen dafür schaffen
['intro_62'],user,Z.C10,Die Politik sollte Gesetze erlassen um autonomes fahren zu erlauben
"['intro_2', 'z_trans_2', 'Z.C8']",user,Z.C8-1,Dafür gibt es Datenschutzgesetze
[],user,Z.P11,"Menschen machen öfter Fehler als Maschinen, wenn die Maschinen ordentlich getestet sind. Ein autonom fahrendes Auto wird z.B. nicht müde."
['intro_61'],user,Z.P11,Menschen machen mehr Fehler als Maschinen
"['intro_3', 'z_trans_11', 'Z.P8-1']",user,Z.C6-1,"Ich denke, dass es für das Programm keinen Unterschied zwischen müden und aufmerksamen Fahrern gibt. Da auch aufmerksame Fahrer Fehler machen können"
"['intro_2', 'z_trans_2', 'Z.C5']",user,Z.P1-1,"Menschen finden es generell positiv, wenn ihnen Arbeit abgenommen wird. Wenn man als Beruf Auto fährt wird man das aber schlecht finden"
['intro_62'],user,Z.P2,"Menschen finden es generell positiv, wenn ihnen Arbeit abgenommen wird"
"['intro_3', 'z_trans_13', 'Z.C10']",user,Z.C6-3-1,In diesem Fall sind die Entwickler für die Fehler des Autos verantwortlich
['intro_61'],user,Z.C6-3-1,Die Entwickler tragen die Verantwortung für die Autos
"['intro_2', 'z_trans_11', 'Z.C2']",user,Z.P12,"Die Effizienz wird denke ich besser, da man den Verkehr steuern kann. Die Geschwindigkeitsbegrenzungen sind nur nötig, wenn man alles zentral steuern wollte"
['intro_61'],user,Z.P12,"Die Effizienz wird denke ich besser, da man den Verkehr steuern kann"
['intro_62'],user,Z.C4,"Autos, die von bösen Menschen gesteuert werden sind aber noch gefährlicher"
"['intro_1', 'z_trans_11', 'Z.C8']",user,Z.C8-1,"Nicht, wenn es dezentralisiert eine Peer-To-Peer Verbindung zwischen den Autos gibt und but anonymisierter Daten zur Verkehrsoptimierung an einen zentralen Server geschickt werden"
['intro_61'],user,Z.C8-1,"Nicht, wenn es dezentralisiert eine Peer-To-Peer Verbindung zwischen den Autos"
"['intro_2', 'z_trans_11', 'Z.P2-1']",user,Z.P2,"Menschen finden es generell positiv, wenn ihnen Arbeit abgenommen wird"
"['intro_1', 'z_trans_2', 'Z.C6']",user,Z.C6,"Das stimmt. Aber dafür gibt es auch heute keine Norm. In diesem Fall sollte das Menschenleben gefährdet werden, dass die größte Überlebenschance hat."
"['intro_3', 'z_trans_11', 'Z.P11-1']",user,Z.P11-1-1,Das kann man von einem Server abfragen
['intro_61'],user,Z.P11-1-1,"Wenn sich das Auto nicht sicher ist, soll es einen Server abfragen"
"['intro_25', 'Z.C2-1', 'intro_2', 'Z.C2-1-1']",user,Z.P11,"es werden Unfälle vermieden und Menschenleben gerettet, das sollte im Interesse aller sein"
['intro_61'],user,Z.P8,durch schnellere Erkennung von Gefahren werden Unfälle vermieden
"['intro_1', 'z_trans_2', 'Z.P8-1']",user,Z.C5-1-1-1,"es muss mit Übergangs Autos angefangen werden, die nicht komplett selbstfahren und der Mensch trotzdem immer aufmerksam bleiben, bis alle Autos autonom fahren"
['intro_62'],user,Z.C5-1-1-1,"zuerst sollte der Fahrer/ Fahrerin trotzdem aufmerksam sein und regelmäßig eingreifen können, wenn das Auto trotzdem autonom fahren würde"
['intro_62'],user,Z.C5-2,"es wird immer Menschen geben, die skeptisch sind, dennoch kann das die Gesellschaft nicht von neuen Technologien abhalten"
"['intro_25', 'Z.P4', 'intro_1', 'Z.P4-1']",user,Z.P8-1,Ist es nicht gefährlich wenn die KI zu spät realisiert das ein Unfall bevorsteht.
"['intro_3', 'z_trans_11', 'Z.C5']",user,Z.P2-1,Der Mensch ist nicht bereit sich zu ändern. Denn Auto fahren ist auch ein Lifestyle.
['intro_61'],user,Z.P2-1,Menschen gefällt es selbst zu fahren.
"['intro_3', 'z_trans_13', 'Z.C10']",user,Z.P10-1,Viele Menschen würden ihre Arbeit verlieren.
['intro_61'],user,Z.P10-1,Busfahrer werden arbeitslos.
[],user,Z.P10,Die Zulassung ist wichtig für innovativen Transport in der Zukunft !
['intro_61'],user,Z.P10,Um in Zukunft Güter autonom zu transportieren brauchen die Autos eine Zulassung
"['intro_1', 'z_trans_12', 'Z.P8-1']",user,Z.P11,"Wenn die Auto Ki weniger Fehler macht als Menschen, warum sollte sie dann nicht alleine Fahren dürfen"
['intro_62'],user,Z.P11,Die Menschen machen mehr Fehler als die KI beim fahren
['intro_61'],user,Z.C5-1-1-1,Menschen sollten die Kontrolle trotz der Zulassung behalten
"['intro_1', 'z_trans_2', 'Z.C10']",user,Z.C11-1,Der kann geschaffen werden .
['intro_61'],user,Z.C11-1,Menschen können die Gesetze machen das ist kein Problem
"['intro_3', 'z_trans_13', 'Z.C2']",user,Z.P8,Das stimmt nicht. Maschinen denken schneller als Menschen.
"['intro_3', 'z_trans_2', 'Z.C4']",user,Z.C4,"Das stimmt das müsste man verhindern, man kann aber genauso den aktuellen Verkehr manipulieren !"
[],user,Z.P8,Die KI trifft wesentlich schneller und ohne Einfluss von Emotionen Entscheidungen und kann somit Unfälle durch menschliches Versagen auf 0 reduzieren
['intro_61'],user,Z.P8,Menschen entscheiden in Stresssituationen anders bzw. schlechter als eine zu 100% rationale KI.
"['intro_28', 'Z.P8-1-1', 'intro_5', 'z_trans_16', 'Z.C6']",user,Z.C6,"Wie du bereits anmerkst, kann für derartige Situationen ethisch keine richtige Entscheidung getroffen werden, weder vom Menschen, noch von der Maschine. Es entstünde hier also kein Nachteil durch Nutzung der KI"
['intro_62'],user,Z.C6,"Weder ein Mensch, noch eine KI könnte in derartigen Situationen richtig entscheiden"
"['intro_1', 'z_trans_13', 'Z.C5']",user,Z.C5-2,"Die Gesellschaft muss langsam an die neue Technologie herangeführt werden, um Vertrauen aufzubauen. Dies geschieht bereits mit beispielsweise dem Spurhalteassistenten und ähnlichen Hilfsmitteln"
['intro_61'],user,Z.C5-2,"Um über die Skepsis der Gesellschaft hinwegzukommen, muss die autoKI Schritt für Schritt etabliert werden, damit die Menschen Zeit haben, sich daran zu gewöhnen und Vertrauen aufzubauen"
['intro_61'],user,Z.C11-1,"Die Menschheit hat früher schon für neue Technologien rechtliche Rahmen geschaffen, das sollte auch wieder möglich sein."
"['intro_1', 'z_trans_12', 'Z.C2']",user,Z.P12,Ich glaube gerade Stadtverkehr könnte sogar noch effizienter werden. Die Situationen im Stadtverkehr sind teilweise zu komplex für einen Menschen zu verstehen. Hier könnte eine KI helfen.
['intro_61'],user,Z.P12,Stadtverkehr würde durch die KI sogar effizienter werden.
['intro_61'],user,Z.P4-1,Weniger Selbststeuerung
"['intro_1', 'z_trans_2', 'Z.P6']",user,Z.P8-1,Gefahren werden zu spät erkannt
['intro_62'],user,Z.P11-1,Neue Straßenführungen werden nicht erkannt
"['intro_2', 'z_trans_11', 'Z.P7']",user,Z.P2,Nimmt uns Arbeit ab
['intro_61'],user,Z.P2-1,Menschheit wird faul
[],user,Z.P8-1,"Menschenleben sollten nicht davon abhängen, ob eine KI ""gut trainiert"" wurde bzw. die Situation im Straßenverkehr sicher einschätzt"
['intro_61'],user,Z.P8-1,KIs können Situationen im Straßenverkehr nicht gut einschätzen und dies kann zu Toten führen
"['intro_1', 'z_trans_11', 'Z.P7']",user,Z.P7,Und wie steigt man dann aus dem Fahrzeug aus? 😂
['intro_61'],user,Z.P7,Und wie steigt man dann aus dem Fahrzeug aus? 😂
"['intro_3', 'Z.P7', 'z_trans_13', 'Z.C2-1']",user,Z.C2-1,"Ok, aber du bringst einige Themen ein, die nicht auf die KI beim Autofahren selbst bezogen sind. Geschwindigkeitsbegrenzungen machen den Verkehr sicherer, KI nicht. Genauso sind Mechanismen, wie Parkassistenten (wie in der Aufgabe vorhin besprochen), nicht Teil des Themas, das wir hier diskutieren sollen."
"['intro_3', 'z_trans_12', 'Z.P8']",user,Z.P8,"KIs müssen erstmal trainiert werden, mit sehr vielen unterschiedlichen Situationen, um überhaupt in der Lage sein zu können, zum Verkehr zugelassen zu werden"
[],user,Z.P12,Es macht das Fahrer effizienzer
"['intro_32', 'Z.P10', 'intro_1', 'Z.P10-1']",user,Z.P10-1,Dafür werden aber neue geschaffen und es hilft gegen den Fachkräftemangel
"['intro_1', 'z_trans_13', 'Z.P8-1']",user,Z.C3,Sowohl der Mensch als auch die Maschine machen fehler
['intro_62'],user,Z.C3,"Es wird immer zu Unfällen in Straßenverkehr kommen, sowohl durch menschliche Fehler als auch durch fehler der KI"
[],user,Z.C11,Die Frage nach der Verantwortung im Fall eines Unfalls durch versagen der KI ist nicht geregelt
"['intro_32', 'Z.C11', 'intro_2', 'Z.C11-1']",user,Z.P12-2,"Es muss muss mehr Technik verbaut werden, die kaputt gehen kann"
['intro_61'],user,Z.P12-2,Es entstehen neue verschleißanfällige Teile im Auto die defekt sein können
"['intro_1', 'z_trans_2', 'Z.P6']",user,Z.P10-1,Bei Zulassung von Auto KI beispielsweise im öffentlichen Nahverkehr oder Gütertransport gehen Arbeitsplätze verloren
['intro_62'],user,Z.P10-1,Arbeitsplätze gehen verloren
"['intro_1', 'z_trans_13', 'Z.P7']",user,Z.P2,Ablenkung von der Aufmerksamkeit des Straßenverkehrs
['intro_61'],user,Z.P4-1,Verlorengehen vom Orientierungssinn der Menschen
"['intro_3', 'z_trans_11', 'Z.C2-1']",user,Z.P4-1,Selbstbestimmung geht verloren
['intro_61'],user,Z.P4-1,Die Selbstbestimmung des Menschen beim Autofahren geht durch Auto KI verloren
[],user,Z.P1,Zeitsparen
['intro_61'],user,Z.P1,Man kann zeit sparen indem man nicht selbst mit dem Auto fahren muss
"['intro_2', 'z_trans_11', 'Z.C2']",user,Z.C2-1,Aber es gibt in anderen Länder sowieso striktere Geschwindigkeitsbegrenzungen also sollte das kein größeres Problem sein
['intro_62'],user,Z.C2-1,In anderen Ländern gibt es schon striktere Geschwindigkeitsbegrenzungen und das funktioniert dort auch
[],user,Z.P11,"Wenn die Unfallrate durch einsetzen von AutoKI zurückgeht, macht dies die Straßen sicherer und rettet Menschenleben. Dies optimiert den Straßenverkehr."
"['intro_27', 'Z.P10', 'intro_3', 'Z.P10-1']",user,Z.P10-1-1,"Das habe ich zwar nicht gemeint, aber gut. Arbeitsplätze fallen zwar insofern weg, dass man keine LKW-Fahrer mehr bezahlen muss, allerdings entstehen durch den Einsatz von KI in der Automobilbrange auch neue Arbeitsplätze. Beispielsweiße die Einrichtung des KI Systems, deren Auswertung und Optimierung. Arbeiter müssen nur umgeschult werden."
"['intro_24', 'Z.P10-1-1', 'intro_4', 'z_trans_16', 'Z.C7']",user,Z.C7-1,"Die Ungerechtigkeitsproblematik resultiert allerdings aus dem kapitalistischen System, in dem wir leben, und nicht an der Nutzung von KI Systemen. Man kann sich nicht vor dem Fortschritt verschließen, nur weil es Anfangs für manche zu teuer ist."
['intro_61'],user,Z.C7-1,"Es ist zwar ungerecht, aber dennoch sinnvoll."
"['intro_1', 'z_trans_13', 'Z.P8-1']",user,Z.C3-2,Die KI Systeme werden diesbezüglich allerdings lernen und sich verbessern. Damit sich die KI verbessert muss man sie allerdings auch im Straßenverkehr testen.
['intro_62'],user,Z.C3-2,"Die KI wird besser, wenn man sie im Straßenverkehr einführt."
[],user,Z.P9,"Durch eine solche AutoKI können leben im Straßenverkehr gerettet werden. In Notfallsituationen wird ein Computer nicht in Panik geraten und bessere Entscheidungen, als ein Mensch treffen."
['intro_61'],user,Z.P8,Ein Computer wird schneller und besser agieren als ein Mensch.
"['intro_2', 'z_trans_11', 'Z.P8-1']",user,Z.P11,Wenn sich die AutoKI als gänige Technologie durchsetzt wird es weniger irrationale Faherer geben.
"['intro_1', 'z_trans_2', 'Z.C5']",user,Z.C5-2,"Jede große technologische Neuerung, stößt zunächst auf Widerstand. Im Laufe der Zeit werden sich die Menschen daran gewöhne."
['intro_61'],user,Z.C5-2,Jede große technologische Neuerung stößt zunächst auf Widerstand. Im Laufe der Zeit werden sich die Menschen daran gewöhnen.
"['intro_3', 'z_trans_13', 'Z.C10']",user,Z.C10,Das stimmt. Wieso könnte ein solcher Rechtsrahmen schwierig zu definieren sein?
['intro_62'],user,Z.C10,Ein Rechtsrahmen für KI im Straßenverkehr ist offensichtlich notwendig. Welche Probleme könnten im Zusammenhang mit neuen Gesetzen auftreten?
"['intro_2', 'z_trans_11', 'Z.C4']",user,Z.C4,Was meinst du mit Security-Problemen? Kannst du ein Beispiel geben?
"['intro_1', 'z_trans_12', 'Z.C8']",user,Z.P4-1,"Ist eine Einschränkung der Privatsphhäre nicht gerechtfertigt, wenn es darum geht Menschenleben zu retten?"
"['intro_1', 'z_trans_13', 'Z.P2-1']",user,Z.P2-1,Warum ist Akzeptanz hier wichtig?
['intro_61'],user,Z.P11,"Des weiteren werden auch Unmengen an öffentlichen Geldern und Versicherungsbeiträgen gespart, weil Unfälle seltener sind."
"['intro_1', 'z_trans_13', 'Z.C6']",user,Z.C6-1,Aber offt ist es wichtig dass eine Entscheidung schnell getroffen wird. Das langsame Reagieren von Menschen ist auch problematisch.
['intro_61'],user,Z.C6-1,"Es ist besser wenn in Dilemmasituationen ein Computer entscheidet, da dieser schneller reagiert und so im Durchschnitt mehr Menschen rettet."
"['intro_2', 'z_trans_11', 'Z.P11-1']",user,Z.P11-1-1,Soetwas ließe sich durch online Datenbanken von Straßen und Straßenschildern vermeiden.
['intro_61'],user,Z.P11,Sicherheit im Straßenverkehr
['intro_62'],user,Z.P2,Wenn der Autofahrer nicht mehr selber das Auto lenkt ist es ja mehr oder weniger irrelevant ob ich schlafe oder nicht
"['intro_2', 'z_trans_11', 'Z.C5']",user,Z.C5-2,Da muss die Autoindustrie durch Aufklärung vorangehen
['intro_62'],user,Z.C5-2,Aufklärung würde den Menschen mehr Sicherheit geben
['intro_61'],user,Z.C11-1,Dieser Rahmen muss geschaffen werden sollte allerdings im Rahmen des möglichen liegen
"['intro_1', 'z_trans_11', 'Z.C2']",user,Z.P12,Ich glaube nicht dass der Verkehr ineffizient wird ganz im Gegenteil. Durch das kommunizieren der Fahrzeuge sollte es möglich sein Stau zu vermeiden
['intro_61'],user,Z.P11,Durch Kommunikation zwischen den Fahrzeugen sollten Unfälle vermieden werden
"['intro_1', 'z_trans_12', 'Z.C4']",user,Z.C4,Ja Nachteil ist natürlich dass die IT Sicherheit intakt ist
['intro_61'],user,Z.C4,It Sicherheit ist äußerst wichtig
[],user,Z.P11,Wenn eine KI das Kraffahrzeug sicherer steuern kann als ein Mensch ist es sinnvoll
['intro_61'],user,Z.P11,"Die AutoKI ist dazu in der Lage, Menschen im Straßenverkehr sicher zu leiten und zu transportieren. Die AutoKI wird zudem so beschrieben, dass sie weniger fehler macht,als die Menschen selbst. Somit ist es sinnvoll, dass diese Fahrzeuge eine Straßenzulassung erhalten. Außerdem gibt es bereits einige Modelle auf dem Markt, die mit einer künstlichen Intelligenz ausgestattet sind und die Personen transportieren."
"['intro_2', 'z_trans_11', 'Z.P8-1']",user,Z.P4-1,"Das ist korrekt. Aus diesem Grund sollte es bis zu dem Zeitpunkt, an dem es fehlerfrei möglich ist, eine künstliche Intelligenz zu verwenden, allerdings sollte es dem Fahrer möglich sein, in das Fahrverhalten einzugreifen."
[],user,Z.P11,Sicherer als mir Mensch als Fahrer
['intro_61'],user,Z.P11,Die KI sind sicherer als Ein Mensch als Fahrer
"['intro_1', 'z_trans_11', 'Z.P8-1']",user,Z.P8-1,Muss dann durch Tests spezifiziert und dann angepasst werden
['intro_62'],user,Z.P8-1,Die Grenzen der KI können ja durch umfangreiche Tests erweitert werden
"['intro_2', 'z_trans_11', 'Z.C5']",user,Z.P1,Ich denke schon denn gerade beim zeitintensiven Autofahren könnte man dann währenddessen andere Sachen erledigen
['intro_61'],user,Z.P1,man kann während der Autofahrt dann wie im Zug seine Arbeit oder Ähnliches erledigen
"['intro_3', 'z_trans_2', 'Z.C2']",user,Z.C2-1,"Wenn alle Fahrzeuge aufeinander abgestimmt sind dann denke ich nicht dass die Fahrzeiten sich verlängern, Staus und Ähnliches könnten vermieden werden"
['intro_62'],user,Z.P11,unfälle durch Versagen der Fahrer könnten vermieden werden
[],user,Z.P11,Es wäre sehr viel sicherer und es würden keine Unfälle mehr passieren
['intro_61'],user,Z.P11,"Wenn eine AutoKI im Straßenverkehr zugelassen wird, werden weniger Unfälle passieren"
[],user,Z.P11,Unfälle durch menschliche Fehler könnten potentiell verhindert werden
['intro_61'],user,Z.P11,Es würde weniger Unfälle durch menschliche Fehler geben
"['intro_1', 'z_trans_13', 'Z.P8-1']",user,Z.P8-1,Kann man die autoKI nicht auch damit füttern?
['intro_62'],user,Z.C3-2,Die Ki kann vielleicht irrationales Fahrverhalten lernen
"['intro_1', 'z_trans_2', 'Z.C10']",user,Z.C11-1,"Der könnte ermöglicht werden, wenn die Sicherheit gewährleistet ist"
"['intro_3', 'z_trans_12', 'Z.C2']",user,Z.P12,Das finde ich nicht schlimm. Es ist eh besser fürs Klima.
[],user,Z.P12-2,I think that we need to be more careful with the Cars and the polution
['intro_61'],user,Z.C3,"The AutoKi could be a problem for the users, because It could be dangerous for the users"
"['intro_3', 'z_trans_13', 'Z.P7']",user,Z.C3,Was ist denn dann mit technischen Ausfällen
['intro_62'],user,Z.C3,Technische Probleme
"['intro_1', 'z_trans_13', 'Z.C2-1']",user,Z.C2-1,Ist dies statistisch bewiesen
['intro_61'],user,Z.C2-1,Gibt es Statistiken für autonomes Fahren welche die Sicherheit beleuchten
"['intro_1', 'z_trans_2', 'Z.P8']",user,Z.C3,Dass System könnte trotzdem ausfallen ein zusätzlicher menschlicher Eingriff wäre sinnvoll
['intro_62'],user,Z.C5-1-1-1,Man sollte menschliche Fâhigkeiten und System kombinieren
[],user,Z.C3-2,"Wenn ein Mensch einen Fehler macht lernt nur dieser ein Mensch und macht ihn nicht wieder. Ein autonomes Auto kann Fehler direk an alle weitergeben, sodass alle davon lernen, jeder Fehler sollte nur ein einziges mal gemacht werden"
"['intro_2', 'z_trans_2', 'Z.P8-1']",user,Z.P8-1,"Dann sollten wir keine menschliche Fahrer oder keinen inneffizienten Personenverkehr per Auto haben, sondern optimierte Strecken selbstfahrender öffentlichen Verkehrsmittel"
"['intro_2', 'z_trans_12', 'Z.C5']",user,Z.C5,"Die aussage ist falsch, Menschen lieben es nicht selber Entscheidungen zu erabeiten, zur diese zu treffen, wir haben Algorithmen die uns sagen was für Bücher wir gerne lesen würden, wir mögen nur die Entscheidung treffen aus der erarbeiteten Auswahl"
"['intro_1', 'z_trans_2', 'Z.C2']",user,Z.P12,"Nein, warum sollte es? KI ist dem Menschen bald in jedem Punkt überlegen, Fahrtzeiten würden sich eher verkürzen"
"['intro_1', 'z_trans_2', 'Z.C8']",user,Z.C8-1,"Nein, warum sollte es? Diese Aussage ist falsch, man kann anonymisiert daten über fahrtweg austauschen ohne gesamte fahrpläne freizugeben"
"['intro_3', 'z_trans_11', 'Z.P2-1']",user,Z.P2-1,"Autos sind überflüssig und autofahrer wertlos, das ist ein Plus"
