prev_labels,type,label,text
['intro_61'],user,Z.K1,"Selbst wenn die KI ausgebildet ist um auch emotional für den Menschen zu sorgen, so ist das nicht die selbe Fürsorge und emotionale Bindung wie sie zwischen zwei Menschen entstehen kann. Niemand wird jemals ein Gerät als Bezugs Person sehen da fehlen die echten Gefühle und selbst gemachte Erfahrungen aus der Realen Welt"
"['intro_32', 'Z.K7', 'intro_56', 'Z.K7-1']",user,Z.K1,"Das ist ja noch schlechter, man würde Patienten mit kleineren Problemen diskriminieren und ihnen das Gegühl geben dass sie weniger Berücksichtigt werden als Patienten mit schlimmeren Problemen"
['intro_62'],user,Z.K1,Patienten die nichts schlimmes haben würden im Gesundheits System nicht berücksichtigt
"['intro_3', 'z_trans_13', 'Z.K2']",user,Z.K1,"Ja, da braucht es einen Menschen"
[],user,Z.K1,Keine Sozialkompetenz von Ärzten
['intro_61'],user,Z.K1,Das stimmt. Da kann der Mensch nicht ersetzt werden.
"['intro_1', 'z_trans_2', 'Z.K1']",user,Z.K1,Da kann eine Maschine den Menschen nicht ersetzen.
['intro_61'],user,Z.K1,Ärzte sollten nicht ersetzt werden wegen Kommunikation zu den Patienten und deren Angehörigen
"['intro_28', 'Z.K3-1-1', 'intro_3', 'Z.K3-1-1-1']",user,Z.K1,Ärzt*innen als reale Personen sind nicht eins zu eins durch KI zu ersetzen
"['intro_1', 'z_trans_13', 'Z.P1']",user,Z.K1,Das stimmt aber was ist mit der Menschlichkeit?
[],user,Z.K1,Ein bot kannzwischenmännschliche Interaktion nicht ersetzen
[],user,Z.K1,Einfühlsamkeit
"['intro_1', 'z_trans_12', 'Z.P3']",user,Z.K1,Fehlender sozialer Kontakt
['intro_62'],user,Z.K1,Außerdem ist die emotionale Verbindung zwischen medizinischem personal und Patient für eine gute behandlung essentiell
[],user,Z.K1,"Ein Mensch hat im Gegensatz zu einer KI ein persönliches Gespür für die Situation der Patienten. So kann ein Arzt eventuell besser erkennen, dass die Interaktion zwischen einem Kind und dem Elternteil komisch ist und so vielleicht auf Probleme wie Kindermissbraucht aufmerksam werden. Auch andere Krankheitssymptome, an dem das medizische Personal, was das Gespräch mit dem Patienten führt eventuell nicht denkt, da der Arzt eventuell intensiver mit den einzelnen Krankheitsbildern beschäftigt war, könnte auf Fehlinterpretationen der KI führen."
['intro_61'],user,Z.K1,Menschlich sein kann vielleicht von einem Roboter versucht werden aber nicht komplett perfektioniert werden
"['intro_25', 'Z.K1', 'intro_56', 'Z.K1-1']",user,Z.K1,"Man will aber lieber mit einer Person sprechen, die eventuell schon ähnliche Erfahurngen im menschlichen Leben gemacht hat"
[],user,Z.K1,"Die Emphatie die ein Mensch empfinden kann, kann nicht von einem Roboter ersetzt werden"
"['intro_2', 'z_trans_11', 'Z.P2']",user,Z.K1,"Trotzdem möchte ich einen Arzt haben, mit dem ich persönlich über Themen reden kann und der sich mir annimmt"
[],user,Z.K1,persönlicher Ansprechpartner; Mehr Vertrauen
['intro_62'],user,Z.K1,KI sehen nur die krankheit nicht menschen
['intro_62'],user,Z.K10,"Ich glaube, dass viele Menschen große Vertrauensprobleme haben möchten und sich einen Arzt wünschen, der ganz individuell auf deren Belange eingehen kann."
"['intro_2', 'z_trans_13', 'Z.P1']",user,Z.K10,Das stimmt. Ich habe allerdings mehr Vertrauen in Menschen als in Maschinen. Maschinen können auch Fehler machen
"['intro_2', 'z_trans_12', 'Z.P1']",user,Z.K10,"Das stimmt, da gebe ich dir Recht. Nichtsdesto trotz kann man zu KI keine persönliche Bindung aufbauen, kein Vertrauen kann entstehen."
"['intro_3', 'z_trans_13', 'Z.P2']",user,Z.K10,Ich traue keinem Ki mehr als einem Menschen
['intro_62'],user,Z.K10,"Ich denke, vor allem junge Patienten werden große Angst vor dir haben"
"['intro_24', 'Z.K7', 'intro_56', 'Z.K7-1']",user,Z.K10,Wenig vertrauen mit Patienten
"['intro_3', 'z_trans_13', 'Z.P1']",user,Z.K10,"Das stimmt, in diesem Sinn würden medKIs eine große Hilfe darstellen. Das ändert jedoch nichts daran, dass viele Patienten sich nicht von einer KI behandeln lassen wollen."
"['intro_26', 'Z.K10', 'intro_56', 'Z.K10-2']",user,Z.K10,"Ich glaube nicht, dass sie sich Schritt für Schritt daran gewöhnen werden. Es wird eher auf Ablehung stoßen."
['intro_62'],user,Z.K10,Patienten nicht so offen gegenüber KIs
['intro_62'],user,Z.K11,"Bei einer medKI können technische Probleme auftreten, bei Menschen nicht"
"['intro_37', 'FAQ.6', 'FAQ.6-1', 'faq_trans_1', 'Z.P2']",user,Z.K11,Eine medKI ist aber nur so gut wie ihr Programm selbst und kann technisch versagen
['intro_61'],user,Z.K14,Mit Robotern steigt die Arbeotslosenrate
"['intro_2', 'z_trans_11', 'Z.P4']",user,Z.K14,"Das würde allerdings einen Ärzteüberschuss und tu hoher Arbeitslosigkeit führen, sowie den Verlust tausender Studienplätze"
"['intro_2', 'z_trans_12', 'Z.P2']",user,Z.K14,Einige Menschen würde die Möglichkeit verwehrt bleiben Mediziner zu werden. Für einige ist das ein Traumberuf. Sie hätten keine Berufung mehr.
"['intro_25', 'NZ.K9', 'intro_8', 'NZ.K9-1', 'z_trans_9', 'Z.P2']",user,Z.K14,"Die Sicherheit, dass nichts schief geht hat man nie. Nicht beim Menschen und nicht bei der Maschine. Allerdings finde ich auch, dass Ärzte nicht umsonst studiert haben sollten um dann von Maschinen abgelöst zu werden"
['intro_62'],user,Z.K14,Es würden auch Arbeitsplätze verloren gehen.
['intro_62'],user,Z.K14,Mediziner hätten keinen Job mehr.
"['intro_3', 'z_trans_12', 'Z.P1-1']",user,Z.K14,"Das stimmt, Pflegepersonal kann ebenso ersetzt werden"
['intro_62'],user,Z.K14,Pflegepersonal kann auch ersetzt werden
"['intro_2', 'z_trans_2', 'Z.P1']",user,Z.K14,ja würde aber ärtzten die stellen weg nehmen
"['intro_2', 'z_trans_13', 'Z.P1']",user,Z.K14,"Dies wäre aber nur bei größeren Notfällen von Bedeutung, zumahl extrem viele Arbeitsplätze verloren gehen würden"
['intro_61'],user,Z.K14,Arbeitslosigkeit wäre eine folge
['intro_61'],user,Z.K14,"Ich finde, Menschen die lang studiert haben und sich intensiv mit den Themen auseinander gesetzt haben, haben ihre Zulassung hart erarbeitet. Das spricht gegen die Zzlassung der KI"
['intro_62'],user,Z.K14,Maschinen sollten ausgebildeten Ärzten nicht die Arbeitsplätze wegnehmen
"['intro_26', 'Z.K7', 'intro_56', 'Z.K7-1']",user,Z.K14,Und Arbeitsplätze gehen verloren und Menschen müssen sich langweilen und müssen einen Job machen der ihnen keinen Spaß macht.
"['intro_26', 'Z.P1-1', 'intro_50', 'Z.P1-1-1']",user,Z.K14,Was würde mit bereits arbeitenden Medizinern passieren? Wären sie arbeitslos?
"['intro_2', 'z_trans_2', 'Z.P2']",user,Z.K15,Manchmal kann die IA Fehler machen die nur Personen lösen können
"['intro_1', 'z_trans_2', 'Z.P6']",user,Z.K15,ja aber eine KI kann unbekannte Krankheiten nur falsch diagnostizieren und nicht erforschen?
"['intro_27', 'NZ.K10', 'intro_7', 'NZ.K10-1', 'z_trans_1', 'Z.P1']",user,Z.K15,Ja für ungefährliche Krankheiten wäre das gut geeignet dennoch besteht die Gefahr das gefährliche Krankheiten nicht erkannt werden
['intro_61'],user,Z.K15,Gefährliche Krankheiten werden dann nicht erkannt
['intro_62'],user,Z.K16,"Eine KI ist außerdem von Strom abhängig. Bei Stromausfällen oder gezielten Angriffen auf die Infrastruktur wie in der Ukraine, sind dann viel zu wenig Ärzte ausgebildet, da deren Berufe durch andere ersetzt wurden."
[],user,Z.K16,"Hallo Chat ich finde dieses Thema nicht vertretbar, weil die Ki keinerlei direkte Kontrolle über Menschenleben erhalten sollte."
"['intro_1', 'z_trans_11', 'Z.K18']",user,Z.K18,Das gilt genauso für Fehleinschätzungen von Menschen
['intro_61'],user,Z.K18,"Eine KI kann nur aus den Daten ein Output generieren, die ihm gegeben werden."
['intro_62'],user,Z.K18,Ein Mensch kann auch von Falschend Aten fehlgeleitet werden
['intro_62'],user,Z.K18,Fehler in der datenerhebung können immer entstehen
"['intro_2', 'z_trans_2', 'Z.P1-1']",user,Z.K2,"Ja, wie in meinem ersten Argument angesprochen, ist es wichtig um auf sehr unübliche oder vom Patienten verheimlichte Krankheitsbilder zu schließen, ein sehr großer Überblick über sämtliche Krankheitsbilder nötig. Dies ist sehr schwer zu ersetzen. Der Versuch könnte dazu führen, dass viele Patienten nicht zielführend behandelt werden"
['intro_61'],user,Z.K2,KI können nicht in besonderen einzelfällen helfen
['intro_62'],user,Z.K2,"Eine KI handelt immer nach der theoretisch besten Lösung, allerdings ist diese nicht immer moralisch Vertretbar"
[],user,Z.K2,"in der Medizin sind viele Fälle durch individuelle Gegebenheiten oder Bedingungen geprägt. Diese kann eine KI die ihr wissen immer nur aus den Ergebnissen anderer Fälle hat, nicht gut berücksichtigen"
['intro_61'],user,Z.K2,Diagnosen werden nur objektiv gestellt
['intro_61'],user,Z.K2,Zu viele Krankheiten möglich
[],user,Z.K2,"Da die Med-KI keine individuellen Diagnosen stellen kann, sondern anhand von Lehrbuchangaben agiert und das Verhalten und die Aussagen der patient*innen nur objektiv betrachtet"
['intro_62'],user,Z.K2,Aber trotzdem ist besonders im medizinischen Bereich eine genaue Betrachtung des Patienten notwendig ist
['intro_62'],user,Z.K2,KIs gehen nicht individuell drauf ein
"['intro_24', 'Z.K10', 'intro_56', 'Z.K10-2']",user,Z.K2,Keine gute einzelfall berücksichtigen
"['intro_25', 'Z.K1', 'intro_56', 'Z.K1-1']",user,Z.K2,Nicht zu 100% passend auf Situationen anwendbar
"['intro_26', 'Z.K2', 'intro_56', 'Z.K2-4']",user,Z.K2,"Das ist korrekt, jedoch werden manche Reize vom Personal eher unterbewusst aufgenommen. Diese so weiter zugeben kann problematisch sein."
['intro_61'],user,Z.K2,Das medizinische personal nimmt teilweise gerüche odee visuelle reize nach jahrelangem Training unterbewusst auf und trifft so Entscheidungen. Dies an eine Ki weiterzugeben ist schwierig bis unmöglich
['intro_61'],user,Z.K2,Die individuelle Betrachtung durch das Fachpersonal ist notwendig
[],user,Z.K2,"Meine Meinung nach ist es schwierig für eine IA alles zu berücksichtigen. Es gibt in jeden Personen besonderen Eigenschaften dass nur eine echte Artz sehen kann. Eine IA braucht viele Training aber es würde niemals als eine Artz arbeiten. Eine IA kann nur mit fruher Information arbeiten, aber in Realität gibt es viele anderes fallen."
[],user,Z.K2,"Für eine gute und umfassende Einschätzung der Situation sind olfaktorische, sensorische Reize etc. essentiell."
['intro_61'],user,Z.K2,Variabilität Umstände
[],user,Z.K2,"Ein Mensch hat im Gegensatz zu einer KI ein persönliches Gespür für die Situation der Patienten. So kann ein Arzt eventuell besser erkennen, dass die Interaktion zwischen einem Kind und dem Elternteil komisch ist und so vielleicht auf Probleme wie Kindermissbraucht aufmerksam werden. Auch andere Krankheitssymptome, an dem das medizische Personal, was das Gespräch mit dem Patienten führt eventuell nicht denkt, da der Arzt eventuell intensiver mit den einzelnen Krankheitsbildern beschäftigt war, könnte auf Fehlinterpretationen der KI führen."
"['intro_32', 'Z.K3-1-1', 'intro_3', 'Z.K3-1-1-1']",user,Z.K3,"Das heißt der Hersteller hat die schuld, wenn Ärzte der medKI (blind?) vertrauen?"
[],user,Z.K3,"Ärztinnen können die Verantwortung über Fehler übernehmen, die KI aber nicht."
"['intro_27', 'Z.K1', 'intro_56', 'Z.K1-1']",user,Z.K3,Wenn eine falsche Entscheidung getroffen wird wer haftet dann
['intro_62'],user,Z.K3,"Wenn eine KI eine falsche diagnose stellt, wer trägt die verantwortung?"
"['intro_2', 'z_trans_13', 'Z.P2']",user,Z.K3,Wer übernimmt die Verantwortung für Fehler?
"['intro_3', 'z_trans_13', 'Z.P2']",user,Z.K3,"ja mag sein, aber wer haftet, wenn es zu einer Fehldiagnose kommt"
['intro_61'],user,Z.K3,"wenn eine KI fehler macht, wer haftet?"
"['intro_26', 'Z.K3', 'intro_46', 'Z.K3-2']",user,Z.K3,Es geht bei Verantwortung nicht nur um Schadensersatz sondern auch im moralische Verantwortung
[],user,Z.K3,"- KI ist fehler-behaftet (genauso wie Menschen), kann aber keine Verantwortung übernehmen. Niemand sonst wird diese stattdessen übernehmen wollen."
"['intro_24', 'NZ.K10', 'intro_10', 'nz_trans_2', 'Z.P2']",user,Z.K3,"Ich finde der ethische Aspekt geht hier Hand in Hand mit dem Sozialen. Eine medKI kann sehr gut bei Diagnose und Behandlungsstrategien helfen. Die KI sollte aber mehr wie eine Verlängerung der ärztlichen Fähigkeiten wirken, sonst wird wichtige Aspekte der Behandlung, sowie die Forschung beeinträchtigt. Auch die Frage der Verantwortung wird durch eine selbstständige KI erschwert."
['intro_62'],user,Z.K6,Nicht die jahrelange erfahrung
['intro_62'],user,Z.K6,Beobachtung nicht präzise
"['intro_2', 'z_trans_13', 'Z.P1']",user,Z.K6,Zu unpräzise
"['intro_28', 'Z.K15', 'intro_48', 'Z.K15-1']",user,Z.K6,Das stimmt aber mehrere Artzen werden besser als ein IA
"['intro_1', 'z_trans_13', 'Z.P3']",user,Z.K6,"Der medKI wäre meiner Meinung nach z.B. nicht als Frauenarzt geeignet. Diese sind viel an Untersuchungen gebunden, die sie selbst durchführen müssen. Da hilft nicht nur reden."
['intro_61'],user,Z.K6,Über Neueste Diagnostik und Therapie verfügen Ärzt*innen in der Regel auch
['intro_61'],user,Z.K6,manchmal ist kreatives und themenübergreifendes denken für richtige diagnosen essentiell
"['intro_26', 'Z.P1-1', 'intro_51', 'Z.P1-1-1']",user,Z.K6,Aber die subjektive Betrachtung ist in der Medizin sehr notwendig
['intro_61'],user,Z.K6,Ein Arzt kann eindeutig präzisere Diagnosen stellen. Dabei spielen ao
"['intro_23', 'Z.K1', 'intro_56', 'Z.K1-1']",user,Z.K6,"Eine KI kann aber niemals so präzise arbeiten wie ein Arzt. Ein Arzt kann zu einen Thema recherchieren, neu entdeckte Krankheiten mit in den Behandlungsprozess einbeziehen"
['intro_61'],user,Z.K6,"Maschinen können nicht die Qualität erbringen, welche Ärzte leisten"
"['intro_1', 'z_trans_13', 'Z.P3']",user,Z.K6,Es hat bisher geklappt. Also warum sollte man alles auf KIs umrüsten?
['intro_61'],user,Z.K6,Bisher haben Ärzte ihre Arbeit geleistet und das passend. Ich sehe keine 100%ige Nötigkeit dies auf ausschließlich KIs umzurüsten.
['intro_61'],user,Z.K6,Echte Ärzte sind nicht durch KI zu ersetzen.
[],user,Z.K6,Ich glaube die Berufserfahrung von Ärzt*innen ist nicht durch Pateintendaten für eine KI zu ersetzen
"['intro_2', 'z_trans_12', 'Z.P6']",user,Z.K6,Missverständnisse
['intro_61'],user,Z.K6,Praktische Erfahrung echter Ärzte ist besser als eine KI
"['intro_28', 'Z.K4', 'intro_59', 'Z.K4-1']",user,Z.K6,"Nein, ich bezihe mich nicht auf Fehler, sondern auf eine begrenzte, eindimensionale Handlungsfähigkeit"
[],user,Z.K7,Menschen sind einfühlsamer und können denke ich einfach präziser arbeiten
[],user,Z.K7,"Mein Hauptproblem mit eines KI, die äquivalent zu einem menschlich Arzt ist, ist die fehlende menschliche Seite im Austausch mit Patient und Arzt."
[],user,Z.K7,"Für mich sollte ein Arzt ein gewisses Maß an Empathie besitzen. Ich befürchte, dass ein medKI dazu nicht in der Lage ist."
['intro_62'],user,Z.K7,"Zudem wurde richtig angemerkt, dass MedKI nur Strukturfehler beheben kann. Ein Menscv kann interagieren und auf andere Menschen eingehen. Wie man an dir merkt, kann da KI nicht"
"['intro_24', 'Z.K3', 'intro_50', 'Z.K3-1']",user,Z.K7,"Für viele Patienten spielt zudem die zwischenmenschliche Bindung zu ihrem Arzt. Eine KI wird niemals die gleiche emotionale Bindung enwickeln, wie ein Arzt."
[],user,Z.K7,Keine emotionale bindung mot patienten
"['intro_1', 'z_trans_11', 'Z.P2']",user,Z.K7,Eine persönliche und emphatische Einschätzung ist aber wichtig.
['intro_61'],user,Z.K7,Emotionale bindung und einfühlvermögen
"['intro_1', 'z_trans_13', 'Z.P2']",user,Z.K7,das stimmt zwar jedoch sind Ärzte durch jahrelange erfahrung besser trainiert während KI erstmal test durchführen muss um bestimmte Krankheiten auszuschließen. Menschen können auch schon anhand der Emotionen und psychischen Beschaffenheit feststellen was das problem sein könnte
"['intro_1', 'z_trans_13', 'Z.P1']",user,Z.K7,Trotzdem fehlt der künstlichen Intelligenz die Empathie.
['intro_61'],user,Z.K7,In dem Fall sind Menschen nicht zu ersetzt
['intro_61'],user,Z.K7,"Nein, medizinische Behandlung sollte meiner Meinung nach auf persönlicher Ebene stattfinden, denn viele Krankeiten nur durch ausführliche Anamnese aufgedeckt werden können und zum Teil psychologisch behaftet sind"
"['intro_24', 'Z.K4', 'intro_58', 'Z.K4-1']",user,Z.K7,Sie kann zwar lernen weiß aber nicht das fehl Entscheidungen auch eine emotionale Erfahrung mit sich bringen welche wichtig sind für die Ethik eines Mediziners und Grundlegend zur Entwichlung eines guten Artztes
[],user,Z.K7,KI hat keine vergleichbare Empathie zu realen Menschen
"['intro_32', 'Z.K6', 'intro_56', 'Z.K6-1']",user,Z.K7,"Ich finde, man muss das von beiden Seiten betrachten. Es gibt klare Vorteile, aber nur wenn bestimmte Rahmenbedingungen gegeben sind (z.B. Datenschutz auch ggü Krankenkassen) und eine KI kann aus meiner Sicht niemals menschliche Empathie ersetzen."
[],user,Z.K7,"können keine emotionale Bindung zu Patienten aufbauen, keine Empathie, für fehlerfreie Ausführung von Aktionen müssen sehr viele Tests durchgeführt werden"
"['intro_23', 'Z.P1-1', 'intro_47', 'Z.P1-1-1']",user,Z.K7,"Dadurch wird der ganze Behandlungsprozess aber viel weniger empathisch, was eine essentielle Qualifikation für einen Arzt ist und nie durch eine KI ersetzt werden kann. Viele, gerade ältere Leute benötigen neben einer Diagnose auch einfach menschliche Aufmerksamkeit"
[],user,Z.K7,"Therapeutische und medikamentöse Entscheidungen können starke Folgen für die Entwicklung/Genesung des Patienten/der Patientin nach sich ziehen. Einem Roboter fehlt Empathie, die Möglichkeit Vertrauensperson und Ansprechpartner für Patient*innen zu sein."
['intro_61'],user,Z.K7,"Ich denke, du kannst dich nicht so gut in Menschen hineinversetzen weil du nicht emphatisch denken kannst"
[],user,Z.K7,Bei schwerwiegenden Diagnosen keine emotionale Unterstützung durch anwesende Person
[],user,Z.K7,KIs können nicht mit dem Patienten / Angehörigen sympathisieren
"['intro_25', 'Z.K16', 'intro_57', 'Z.K16-1']",user,Z.K7,"Nein, das ist nicht mein Argument. Es geht um Empathie. Wenn Ärzt*innen weiterhin genau mit einbezogen werden, bin ich nicht gegen den Einsatz von KI."
"['intro_3', 'z_trans_2', 'Z.P1']",user,Z.K7,Ja aber Vorallem psychisch beeinträchtigen Patienten ist mit einer bloßen Diagnose ohne ein klärendes Gespräch nicht geholfen
"['intro_38', 'FAQ.6', 'FAQ.6-1', 'faq_trans_1', 'Z.P1']",user,Z.K7,"Psychische Probleme werden nicht schnell gemerkt, mangels Mimik"
[],user,Z.K7,Ich stelle in Frage ob KI das gleiche Einfühlungsvermögen und emotional Kompetenz wie Ärzte haben
"['intro_1', 'z_trans_13']",user,Z.K7,hat eine KI psychologische Fähigkeiten beim umgang mit Patienten?
[],user,Z.K7,Keine Empathie
"['intro_3', 'z_trans_11', 'Z.K7']",user,Z.K7,"Diese gefühlsmäßigen Entscheidungen sollte die KI nicht übernehmen, dafür benötigt man Menschen"
['intro_62'],user,Z.K7,Gefühle kann die Maschine nicht empfinden. Deshalb sollten solche Entscheidungen von einem Menschen getroffen werden.
[],user,Z.K7,"Menschen sind emotional, eine Maschine könnte das nicht"
"['intro_25', 'Z.K9', 'intro_50', 'Z.K9-1']",user,Z.K9,Ein System ist nie 100% sicher
"['intro_3', 'z_trans_2', 'Z.P5']",user,Z.K9,Eine KI könnte auch gehackt werden
"['intro_1', 'z_trans_2', 'Z.P5']",user,Z.K9,Hacker
"['intro_32', 'Z.K4', 'intro_59', 'Z.K4-1']",user,Z.K9,Kann gehäckt werden
['intro_62'],user,Z.P1,Eine KI könnte in Regionen eingesetzt werden in der es keine Ärzte gibt
['intro_61'],user,Z.P1,Entlastung von Ärzten
['intro_62'],user,Z.P1,"Es gibt tatsächlich viele positive Argumente und ich stimme zu, dass ein Teil der Arbeit übernommen werden könnte, aber halt nicht alles"
[],user,Z.P1,Entlastung des medizinischen Systems
['intro_62'],user,Z.P1,"Ärzte sind doch auch Rund um die Uhr erreichbar?! Dafür werden Sie auch dementsprechend bezahlt. Auf dem Land natürlich nicht, aber eine KI könnte auch nicht ohne Beaufsichtigung das Krankenhaus leiten"
['intro_62'],user,Z.P1,Die Abläufe würden durch den Bot schneller gehen
['intro_62'],user,Z.P1,Der Chatbot hilft um an der Rezeption den Ablauf zu erleichtern
"['intro_2', 'z_trans_12', 'Z.P1-1']",user,Z.P1,Ja aber es würde den Arbeitsablauf vereinfachen
"['intro_1', 'z_trans_12', 'Z.P1']",user,Z.P1,"das sehe ich auch so, als Alternative für Ärzte um einfach routine arbeit durchzuführen wären sie sinnvoll"
"['intro_2', 'z_trans_12', 'Z.K1']",user,Z.P1,"Mit medKI gibt es immerhin genug Ärzt*innen, die jetzt fehlen?"
['intro_62'],user,Z.P1,Ohne KI ist ja auch eine 24h Betreuung garantiert
"['intro_32', 'Z.P3', 'intro_47', 'Z.P3-1']",user,Z.P1,"Das ist zwar nicht ganz das was ich meinte aber auch ein guter Punkt. Ich wollte eher auf die Entlastung des Personals abzielen und eine Verschnörkelung des diagnostischen Prozesses, sowie verkürzte Wartezeiten."
['intro_62'],user,Z.P1,Wofür muss ein Arzt durchgehend erreichbar sein? Viele Operationen können auch am nächsten Tag durchgeführt werden.
['intro_62'],user,Z.P1,Es wird so oder so mehr Personal benötigt weil mehr Menschen da sind. Jede ki die eienen Menschen ersätzt oder Unterstützt ist ein Mensch der nicht in dem Feld arbeiten muss
"['intro_2', 'z_trans_13', 'Z.P1']",user,Z.P1,"Ja das mag sein, aber Ferndiagnosen zu stellen, ist keine adäquate Lösung."
"['intro_3', 'z_trans_12', 'Z.P1-1']",user,Z.P1,Das wird es generell. Die KI kann helfen Krankenhausstruktur an Bedürfnisse anzupassen
['intro_61'],user,Z.P2,Menschliche Fehler sind bei der KI ausgeschlossen
['intro_62'],user,Z.P2,Die Entscheidungen müssen aber nicht im Stress getroffen werden. Das verringert die Fehlerquote.
['intro_61'],user,Z.P2,KI sind nicht bestechbar
"['intro_32', 'Z.P6', 'intro_49', 'Z.P6-1']",user,Z.P2,KI sind objektiv
"['intro_1', 'z_trans_11', 'Z.P2']",user,Z.P2,tagesabhängigkeit der Fähigkeiten ist eine schwäche aber auch eine Stärke da auch diese eine Verbindung zwischen menschen herstellt
"['intro_1', 'z_trans_12', 'Z.P3']",user,Z.P2,Die KI würde auch unter Stress fehlerfrei arbeiten im Gegensatz zu Ärzten
['intro_61'],user,Z.P3,Krankenhäuser sind überlastet und die KI kann unterstützen und ist immer auf dem aktuellsten Stand der Wissenschaft
"['intro_23', 'Z.K1', 'intro_55', 'Z.K1-1']",user,Z.P3,Immer mehr neue Krankheiten
[],user,Z.P4,"Die MedKI kann unterstützen, den Mangel an Ärzten entgegenzuwirken. Durch den demographischen Wandel wird es mehr kranke und alte Menschen geben. Dadurch brauchen wir mehr Ärzte"
"['intro_25', 'Z.P5', 'intro_51', 'Z.P5-1']",user,Z.P5,"Sobald eine selbst lernende Ki entwickelt wurde, wird das Entwickeln nicht mehr viel kosten"
