,label,text
29,NZ.K8,niemand kann nachvollziehen wie genau die ki funktioniert
56,Z.K16,"Wenn die KI die Arbeit von Ärzten übernimmt und Ärzte aber dennoch über die KI Wachen sollen, wie im Szenario beschrieben, wie wird die Ausbildung dieser Ärzte sicher gestellt? Das herausragende an einem menschlichen Arzt ist sein Erfahrungsschatz, in vielen Situationen sogar wichtiger als der Wissensschatz. Doch dieser wird durch die tägliche Interaktion mit Patienten und gemeinsame Entscheidungsfindung gebildet. Wenn es diese Form des ""Erfahrungen Sammeln"" nicht mehr gibt, stellt sich dir Frage was für Ärzte das dann wären und ob sie, wenn eine KI ausfällt die richtigen Entscheidungen treffen könnten. Eine funktionierende Kontrollinstanz ist aber unabdingbar. Meines Erachtens sollte man sich nicht vollumfänglich auf Computer zu verlassen, man denke nur an einen Stromausfall."
41,Z.K1-1,"Vorliegend geht es doch um eine spezialisierte KI, die eigenständig Diagnosen stellt und therapeutische Entscheidungen trifft. Sie ersetz nicht das komplette Personal in den Untersuchungszentren, sodass sie durchaus auch weiterhin menschliche Zuwendung bekommen."
109,Z.K9,Eine behandelnde KI sehe ich kritischer aufgrund von Cyberangriffen während des Eingriffes oder Versicherungsaspekten.
19,NZ.K10,aber in letzter Instanz sollte doch ein Arzt entscheiden.
16,NZ.K10,"Ich denke eine KI kann einen Arzt nicht komplett ersetzen, allerdings in der Entscheidungsfindung unterstützen."
78,Z.K3,Die Frage ist aber doch auch wer im Fall der Fälle haften würde. Diese Frage ist bisher ungeklärt und birgt eine große Rechtsunsicherheit.
30,NZ.K8,niemand weiß wie eine ki funktioniert
18,NZ.K10,"Sollte die KI gute Qualität erzielen und die Option bestehen, im Zweifel einen menschlichen Arzt zu Rate zu ziehen, dann steht einem Einsatz nichts im Wege."
12,NZ.K10,Das würde eher dafür sprechen dass Ärzte nicht komplett durch eine KI ersetzt werden sollten sondern diese vor allem als Analysetool unterstüzend nutzen sollten.
66,Z.K2,Wie kann die KI dann eine passende Behandlung gewährleisten wenn die Lebensumstände nicht einbezogen werden können?
117,Z.P1,Das mit der Erreichbarkeit rund um die Uhr ist natürlich ein gutes Argument. Eine KI würde tatsächlich sehr viel Entlastung in den Schichtbetrieb bringen.
118,Z.P1,Es gibt zu wenig gute Ärzte. Die Wartezeiten für freie Termine sind sehr lange.
142,Z.P2,Eine KI arbeitet 24/7 und ist immer voll leistungsfähig.
163,Z.P5,"Wenn die KI genauso gut wie Ärzte befunden kann, sollte sie das schneller und effizienter erledigen können."
38,Z.K1,"In einem Gesundsheitssystem, das enorm von persönlicher Zuwendung profitieren würde, denke ich, dass eine medKI der falsche Schritt wäre."
139,Z.P2,"Du hast Recht, wenn du sagst der Mensch ermüdet und ist zu unterschiedlichen Tageszeiten unterschiedlich leistungsfähig."
104,Z.K7,"Wir haben hier eine Maschine, die ohne Moralvorstellung und Gewissen an diverse Entscheidungen herangehen wird. Es wäre leicht diese auf eine wirtschaftlich sinnvolle, kostengünstige Therapie hin zu programmieren. Ein Arzt würde zum Beispiel bei einem Familienvater alles tun, um ihn aus der Misere zu holen, da hier eine ganze Familie darunter leiden wird. Hier ist umso mehr eine teure und aufwendige Therapie angebracht."
67,Z.K2,"Ich bin gegen eine Zulassung der KI als Arzt, da sie nicht sämtliche Lebensumstände der Patienten mit in die Untersuchung mit einbeziehen kann und daher zu ungenau bei den jeweiligen Therapieentscheidungen ist."
147,Z.P3,"Ärzt*innen treffen ihre Entscheidungen aufgrund von Erfahrung und erlernter Symptombilder. Da eine KI wesentlich größere Datenmengen verarbeiten kann, sind die Entscheidungen einer KI genauso valide."
2,FAQ.2,"Okay, also bin ich der Meinung dass eine KI niemals so gute Ergebnisse liefern kann wie ein Mensch. Aber in unserem Szenario gehen wir jetzt davon aus dass es möglich wäre?"
98,Z.K7,"Allerdings mangelt es ihr an Empathie, was für viele Patienten wichtig ist. Sie wollen von einem Menschen verstanden und ernstgenommen werden."
160,Z.P4-1,"Dem Problem des Ärztemangels insb. in ländlichen Regionen kann und sollte man meiner Meinung nach anders begegnen. Ich kann mir kaum Vorstellen, dass eine KI am Ende die kostengünstigere Lösung ist."
148,Z.P3,Die KI könnte einen wesentlich besseren Überblick über alle Daten über den Patienten (z.B. Vorerkrankungen / Untersuchungsergebnisse etc.) haben und somit wesentlich genauere Entscheidungen treffen
75,Z.K3,"Und wer trägt die Verantwortung für die KI bei falsch getroffenen Diagnosen, die im schlimmsten Fall tödlich enden?"
108,Z.K7-1,Aber dafür muss man keine teuren Ärzte anstellen. Sondern man kann Sozialpädagogen oder Therapeuten anstellen die sich tatsächlich mit der Psyche auskennen und die richtigen Worte finden können.
26,NZ.K8,Keine Transparenz über Entscheidungsfindung
150,Z.P3,Ki verfügt über gleiches oder mehr wissen als das menschliche Gehirn
90,Z.K4,"Allerdings lernt eine KI doch durch ihre Daten. Sollten Fehler darin enthalten sein, so betrifft dies alle KIs auf einmal und es könnte auf einen Schlag zu tausenden Behandlungsfehler kommen."
115,Z.K9-1,"Allerdings glaube ich auch, dass dieses Problem auch abseits eines KI-Nutzung auftritt, sei es aufgrund des technischen Fortschritts generell oder durch Einführung der digitalen Patientenakte"
69,Z.K2,Eine KI kann aber die teils komplexen Lebensumstände nicht einbeziehen und würde damit eine insgesamt schlechtere Behandlung liefern.
36,Z.K1,"Menschen können sich zwar an neue Technologien gewöhnen, aber als soziale Wesen werden doch eindeutig mehr Glückshormone und v.a. Oxytocin im sozialen Kontakt mit anderen Menschen ausgeschüttet als im Kontakt mit Maschinen"
85,Z.K3-1-1,Aber wer würde denn für einen Schaden aufkommen? Bei einer Fehldiagnose/-behandlung können immense Schadensersatzforderungen aufkommen
22,NZ.K10,"Tja, also als Ergänzung fände ich es schon in Ordnung, nicht als Ersatz. Ich sehe einfach die Gefahr, dass hier Potential für weitere Einsparungen gesehen wird."
143,Z.P3,"Für die diagnostische Anwendung macht eine KI viel Sinn. Sie würde über ein breiteres Wissen verfügen, als ein Arzt. Könnte verschieden Krankheitsbilder miteinander vergleichen,"
96,Z.K7,"Meiner Ansicht nach ist die Empathie, die ein Arzt seinen Patienten entgegenbringt, sowohl im Anamnesegespräch als auch im weiteren verlauf während der Behandlung, ein zu wichtiger Teil des Gelingens, als dass es durch einen unfehlbaren Roboter ersetzt werden könnte. Ein Mensch kann zwar Fehler machen, aber erhält im Gegenzug für sein Einfühlungsvermögen das Vertrauen des Patienten, was über alle Fachbereiche hinweg unabdingbar für den Heilungserfolg ist."
68,Z.K2,"Aber wie könnte eine KI im vergleich zu einem Arzt die Umstände eines Patienten feststellen? Sie kann nicht beurteilen, ob ein Patient sich verletzt hat, oder ob beispielsweise ein Fall von häuslicher Gewalt vorliegt. Daher wird sie nur die Verletzung behandeln, aber zum Beispiel den Patienten nicht drängen zur Polizei zu gehen."
167,Z.P6,"Die KI kann u.U. auf ein größeres Wissen zugreifen, und die Wahrscheinlichkeiten verschiedener Krankheiten besser einschätzen."
11,NZ.K10,Ja deshalb soll eine KI auch eingesetzt werden um Ärzten als beratende Hilfe zur Seite zu stehen.
97,Z.K7,"aber ich kann mir einfach noch nicht vorstellen, dass die KI auch menschliche Entscheidungen treffen kann. Ich weiß, dass KI's irgendwann so spezialisiert sind, das sie die gleichen fachlichen Fähigkeiten wie Ärzt*innen haben. Aber wie steht es um den Menschen, dessen Leben und dessen Geschichte."
76,Z.K3,"Allerdings stellt sich insgesamt die Frage, wer für Fehlentscheidungen haftet. Falls die KI eine Fehlentscheidung trifft, ist diese Frage ungeklärt."
6,NZ.K10,"Das Problem würde auch umgangen werden, wenn die Eintscheidungen, die die KI fällt, in jedem Fall von einem Arzt abgesegnet werden muss. Dann haftet der Arzt. Die KI wirkt mehr als Entscheidungshilfe statt die Entscheidungen zu fällen."
27,NZ.K8,"Aber es geht ja darum, dass bei einer KI nicht nachvollzogen werden kann, warum die KI sich so entschieden hat."
82,Z.K3,dass eine KI nicht verklagt werden kann.
4,NZ.K1,1. Eine KI lässt die Einholung einer Zweitmeinung nicht zu.
32,Z.K1,Wie schauts es mit dem psychologischen Aspekten aus. Ist die KI empathisch?
93,Z.K5,Aber eine KI könnte die Ergebnisse nicht verständlich dem Menschen erklären. Er würde die Diagnose gar nicht verstehen.
120,Z.P1,"Ich bezweifle, dass man durch den Einsatz von KI-Systemen mehr Personal benötigen würde, als in einem Szenario ohne KI-Einsatz. Aufgrund der alternden Bevölkerung wird mehr Personal auf allen Ebenen benötigt, wodurch eine Reduktion, wenn auch nur in einem Bereich, von Vorteil wäre."
165,Z.P5,"Die Kostenfrage ist relativ, da sie sich wohl mit der Zeit amortisieren dürften. Somit wäre die KI langfristig sogar preiswerter und könnte auch in ländlichen Gegenden zum Einsatz kommen, wo auch aus Kostengründen ein Ärztemangel besteht."
10,NZ.K10,Ich bin dafür dass KI im Gesundheitssystem genutzt wird. Jedoch nur als beratende Funktion und darf für Ideen Tipps und Informationen genutzt werden. Die wirklichen Entscheidungen in Diagnostik und Therapie soll ein Mensch treffen
170,Z.P7,"Die Finanzen werden auf Dauer eh immer problematischer. Ich denke, das auf lange Sicht eine Wandlung im Gesundheitssystem nötig ist, sodass Krankenhäuser keine wirtschaftlich rentablen Unternehmen mehr sein müssen."
122,Z.P1,"Ich habe meine Position wohl falsch gewählt. Meine Meinung ist, dass KI eine vergleichbare Zulassung bekommen soll. Der Grund hierfür ist, dass KI eine 24h Verfügbarkeit hat und die Behandlung konstante Qualität bietet. Menschliches Versagen ist nur bei der Programmierung der KI möglich."
0,FAQ.1,Mich würde noch interessieren woher die KI ihre Informationen bezieht?
135,Z.P1-2,Eine rund um die Uhr erreichbare KI braucht viel Personal. Und das Personal muss gut ausgebildet sein. Das ist sehr teuer.
124,Z.P1,"Da hast du definitiv Recht und das ist auch ein sehr gutes Argument. Besonders weil Ärzte häufig mit finanziellen Anreizen eher aufs Land gelockt werden müssen. Hierbei wäre die KI aber besonders in Bezug auf Hausärzte und Fachärzte notwendig, um eine längerfristige Behandlung zu gewährleisten. Gerade hier tun sich Patienten nämlich sehr schwer, einen behandelnden Arzt zu finden, da die vorhandenen keine Kapazitäten mehr haben."
64,Z.K18-1,Aber auch Menschen machen Fehler. Im Gegensatz zum Menschen wird man entsprechende Fehler bei der KI beheben könne und somit wahrscheinlicher entsprechende Fehler in Zukunft vermeiden.
44,Z.K10,"Aber ist nicht gerade der ältere Teil der Gesellschaft der, der einer KI misstrauisch gegenüber steht."
95,Z.K7,"Die emotionale Komponente bei einem Arzt ist nicht zu vernachlässigen. Von einem auftreten hängt stark ab, ob ich vertraue und dadurch auch zutraue mir zu helfen. Vor allem Krankheiten, die auf Stress beruhen können allein durch ""gut zureden"" besser werden. Das kann ich mir nicht vorstellen, dass eine KI das kann."
28,NZ.K8,es ist immer möglich eine ki auszunutzen. es ist nicht möglich die innere funktionsweise einer ki nachzuvollziehen
40,Z.K1-1,"allerdings könnte man dafür spezifisch ausgebildetes Fachpersonal einstellen. Das Fachpersonal sollte damit auch immer positiv auffallen, anders als manche Ärzte, die doch oft unfreundlich und eher das Gegenteil von aufbauend sind."
125,Z.P1,"Die KI nicht nur besser sondern auch rund um die Uhr verfügbar., auch nachts. Das ist für Patienten vorteilhaft."
25,NZ.K8,2. Das Vorgehen der KI ist für Fachärzt*innen nicht verständlich/nachvollziehbar.
23,NZ.K10,Mit beihilfe von Menschlich zugelassenen Ärzt*innen könnten KI‘s ihren Job sehr erleichtern
153,Z.P3,Ki könnte immer das neueste Wissen auswerten.
81,Z.K3,"Eine andere Frage ist die juristische, also vor allem die der Haftung."
79,Z.K3,"Der wichtigste Aspekt für mich ist, wer im Falle eines Fehlers die Verantwortung übernehmen muss. Bei einem menschlichen Arzt ist die Antwort eindeutig, bei einer KI allerdings nicht."
84,Z.K3-1,"Man kann das Thema Haftung ja vielleicht so lösen, dass man es nur Menschen anbietet die das auf eigene Gefahr auch wollen. Man kann sich die Diagnose der KI ja geben lassen und dann selbst entscheiden, ob man das Ganze so macht, wie der Vorschlag war oder nicht."
39,Z.K1-1,"Hierfür sollte weiterhin medizinisches Fachpersonal zur Verfügung stehen. Dadurch, dass dieses Personal durch die KI bezüglich der Entscheidungsfindung entlastetet wird, sollte somit auch mehr Zeit und Kapazität für eine individuelle Betreuung und persönlicher Kontakt vorhanden sein."
100,Z.K7,"Ich habe eher ein Gegenargument, nämlich das der Bürokratisierung der Medizin. Die medKI kann nämlich auch inhuman werden, da sie die die so wichtige menschliche Seite des Arzt-Patientenverhältnisses nicht reproduzieren kann. Man spricht ja auch davon, dass die Zuwendung des Arztes in vielen Fällen wichtiger ist als die medizinische Seite der Therapie."
86,Z.K3-1-1-1,"Dass sich eine KI nicht lohnt, wenn das Risiko besteht, viele Strafzahlungen leisten zu müssen, ist klar. Wenn die Leistung der KI, wie in diesem Szenario, i.A. tatsächlich genauso gut ist, wie die eines Arztes, sollten auch die gleichen Maßstäbe angelegt werden. Aber ich halte dennoch es für schwierig, der KI die gleichen Kompetenzen zu ermöglichen."
119,Z.P1,Eine KI wäre meiner Meinung nach immer erreichbar und könnte insb. in ländlichen Regionen bzw. in kleineren Krankenhäusern dem Ärztemangel begegnen und somit die medizinische Versorgung verbessern.
169,Z.P7,Das sehe ich als einen der größten Nachteile einer KI. Allerdings ist die aktuelle analoge Situation in Krankenhäuser auch nicht ideal. Momentan muss alles noch händisch erfasst werden wodurch es auch zu vielen Fehlern kommen kann und was einen enormen Aufwand für das Personal darstellt.
146,Z.P3,"Eine Medki könnte auf viel mehr Wissen zugreifen, als ein Experte und daher bessere Diagnosen stellen."
47,Z.K10-1,"Naja das ist schwierig. Man könnte es aufteilen, die KI stellt Diagnosen und ein Mensch übermittelt diese dann auf empathische Weiße"
94,Z.K7,"Der menschliche Kontakt zwischen Arzt und Patienten, welcher ebenfalls viel zu Heilungsprozessen beitragen kann, kann von einer Maschine nicht genauso nachempfunden werden, wie es bei Menschen der Fall ist."
132,Z.P1-1-1,Das wiederum bietet jedoch Möglichkeiten für Arzthelfer*innen umzuschulen und diese Position zu übernehmen. Zusätzlich dazu sind die neuen Berufsbilder nur mit einer Ausbildung verknüpft und nicht mit einem aufwendigen und teuren Studium.
162,Z.P5,"Ich vermute, dass in einem fortgeschrittenen Stadium eine KI die kosten verringern wird, da sie die Arbeit von mehr Menschen übernehmen kann, als neuer Arbeitsaufwand durch sie entsteht."
61,Z.K16-1,"Allerdings könnte dem durchaus dadurch begegnet werden, dass geschultes Fachpersonal eingesetzt wird und mehrere Kontrollstellen zu durchlaufen sind, bevor die KI letztendlich mit dem Informationsmaterial bestückt wird."
73,Z.K3,"Hier stellt sich die Frage, wer haftet, wenn die Entschidungen der KI die gesundheitliche Problematik des Patienten weiter verstärken. Die Informatiker?"
33,Z.K1,"Die Diagnosen und therapeutischen Entscheidungen treffen Menschen und sollten daher auch von Menschen kommen, da eine KI immer unpersönlicher ist und keine Zuwendung gibt. Evtl. sich positiv auswirkender Kontakt und Zuspruch im Hinblick auf die Therapie würden wegfallen."
123,Z.P1,Dass eine KI besonders in ländlichen Regionen sehr wichtig ist. Durch fehlende Haus und Fachärzte kann hier keine regelmäßige Untersuchung mit ausreichend Zeit gewährleistet sein.
141,Z.P2,"Es ist wirklich ein großer Vorteil von Maschinen, dass sie immer gleich performant sind."
136,Z.P2,"Ich glaube eine KI ist über den Tag hin leistungsfähiger und macht weniger Fehler aufgrund von Überlastung oder Erschöpfung. Für diagnostische Zwecke halte ich es für sinnvoll und würde den Ärzten viel Zeit sparen, die sie für die Behandlung der Patienten nutzen können"
62,Z.K18,"Eine KI wäre natürlich nur so gut, wie die Trainingsdaten bzw. die erhobenen Daten in den Datenzentren sind."
172,Z.P7,"Dies wirft das Augenmerk aber eher auf das aktuelle Problem des Gesundheitssystem, in dem aus ökonomischen Gründen Ärzte an und über ihre Belastungsgrenzen getrieben werden, keine einheitlichen Ausbildungskonzepte vorliegen oder eingehalten werden und ein genereller Ärztemangel herrscht. Dadurch wird nicht sichergestellt wird, dass die optimalen Voraussetzungen für die ärztliche Entscheidungsfindung gegeben sind."
111,Z.K9,Kann die KI anfällig für Cyberangriffe sein?
114,Z.K9-1,allerdings wird das ebenfalls in vielen Branchen der Fall sein. Krankenhäuser oder allgemein das Gesundheitssystem müssen viel in IT-Sicherheit investieren.
105,Z.K7,"Ich kann mir nicht vorstellen, das ein KI die persönlichen Gesichtspunkte/ psychische mit einbezieht in seine Diagnose Fakten sind nicht alles, zudem glaube ich das ältere Menschen vor der Technik Angst bekommen könnten"
53,Z.K15-1,Die KI macht vermutlich weniger Fehler als Ärzte und trifft bessere Entscheidungen.
5,NZ.K10,"Ich denke, dass eine KI eher unterstützend wirken sollte."
156,Z.P4,"Meiner Meinung nach sollte KI eingesetzt werden um dem Ärztemangel zu begegnen, um so einer größeren Menge an Menschen eine qualitativ bessere Behandlung zu ermöglichen."
3,FAQ.2,"Ich kann mir nicht vorstellen, dass die KI so leistungsfähig ist, dass sie das Äquivalent einer Vollzulassung als Arzt bekommen darf."
161,Z.P4-1,"Meiner Meinung nach ist der Ärztemangel ein Problem des unterfinanzierten Gesundheitssystems, das es primär zu lösen gilt."
49,Z.K13,"Wenn ich darüber nachdenke, woher solche System kommen sollten, dann fallen mir da eigentlich nur die großen Internetfirmen wie Google oder Apple ein. Und dann wäre das schon sehr problematisch, wenn unsere Gesundheitswesen Schritt für Schritt in die Hände von großen Konzernen wandert. Damit würden ja auch alle Patientenakten bei den entwicklern des Systems landen oder?"
35,Z.K1,"Ich denke KI kann nicht auf die gleiche Weise eine Verbindung zum Patienten aufbauen, wie ein Mensch das könnte. Das ist jedoch essentiell für bestimmte Therapien, da die psychologie der Menschen einen wesentlichen Teil des Heilungsprozesses ausmachen kann."
80,Z.K3,Mich würde aber auch interessiert wie viel Haftung dan die krankenpflegekraft tragen muss wenn die ki falsch entscheiden würde und sie es nicht erkennt
77,Z.K3,Die Qualität ist ein zentraler Faktor auch für eine ethische Diskussion. Was passiert wenn ein Patient Schaden nimmt? Würde in diesem Fall jemand haften oder geschieht die Benutzung eines solchen Dienstes auf eigene Gefahr?
34,Z.K1,Aber eine KI ist auch keine Person und kann sich nicht in den Patienten einfühlen
46,Z.K10,Aber insbesondere auf dem Land möchten die älteren Menschen eine persönliche Betreuung und nicht durch Technik behandelt werden.
7,NZ.K10,"Neue Technologie abzulehnen und nicht umzusetzen nur weil sie nicht vertraut ist, ist kein gutes Argument. So könnte man nie neue Dinge umsetzen. Diese Angst vor Neuem lässt sich jedoch auch durch einen nur unterstützenden Einsatz der KI beheben, da so ebenfalls ein Arzt zur Stelle ist, der die Entscheidungen der KI nochmal überdenken kann und so dem Patienten ein Gefühl der Sicherheit gibt."
43,Z.K10,"Außerdem wäre es doch auch in der Anfangszeit für alte Menschen problematisch oder? Ich glaube nicht, dass meine Oma sich von einem Computer behandeln lassen wollen würde."
70,Z.K2,Die persönlichen Lebensumstände eines Patienten spielen bei der Behandlung eine große Rolle und müssen auch auf emoionaler Ebene bewertet werden.
133,Z.P1-2,"Aber das medizinische Fachpersonal müsste dann sehr gut ausgebildet sein, was wiederum sehr teuer wäre."
110,Z.K9,"Zu dem Argument über Cyberangriffe: Dies scheint mir ein sehr beängstigendes Szenario zu sein, dem ich nur zustimme kann. Man stelle sich nur vor, dass ein Patient aufgrund einer Fehlfunktion der KI (zum Beispiel durch eine Cyberattacke) unnötige Maßnahmen oder sogar gesundheitsbedrohende Maßnahmen erhält, wie zum Beispiel mehrere unnötige CTs und die dazugehörige Strahlenbelastung oder gar eine Operation. Dem Argument habe ich nichts entgegenzusetzen. Dagegen halten könnte man, indem man feststellt, dass unnötige CTs und falsche OP-Indikationen auch mit menschlichen Ärzten vorkommen. Jedoch ist eine Cyberattacke, die in großem Maße zu einer solchen Fehlfunktion führen würde in meinen Augen ein wesentlich gravierenderer Vorfall."
91,Z.K4,"Was ist wenn eine KI Fehler macht. Diese Fehler wären viel weitreichender, da die KI an vielen Standorten zum Einsatz kommt."
83,Z.K3,"Wer haftet für den Fall, dass die KI falsche Entscheidungen trifft? Haftungsfragen können ebenfalls sehr teuer sein."
157,Z.P4,"Da wir uns zusätzlich derzeit in einem demografischen Wandel befinden, wird es so oder so sinnvoll bleiben möglichst viele Ärzte und KIs zu haben. Der Bedarf wird schließlich nur steigen"
89,Z.K4,"Ok. Das eine KI standardisiert und reproduzierbar ist hat aber auch eine Schwachstelle. Was wenn der KI ein Fehler unterläuft? Dieser Fehler würde potenziell an vielen weiteren Orten auftreten, während sich der Fehler eines Arztes nur an Ort und Stelle auswirkt."
8,NZ.K10,"Also für mich hört sich das so an, als gäbe es zu viele Probleme, in dem Fall denke ich, dass dieses System keine Zulassung bekommen sollte. Es könnte ja unterstützend fungieren. Oder hast du noch Argumente, warum das doch so sein sollte?"
13,NZ.K10,"Ich finde, die KI sollte als Unterstützung der Ärzt*innen da sein, aber diese nie ersetzen"
59,Z.K16,"Ich sehe allerdings auf längere Sicht die Gefahr, dass wir Menschen uns zu sehr in die Hände der KI begeben, uns von ihr abhängig machen, irgendwann ihre Entscheidungen nicht mehr nachvollziehen oder erklären können"
158,Z.P4,"Wenn die KI die gleichen Ergebnisse liefert wie ein Arzt, dann kann so dem Ärztemangel entgegen gewirkt werden."
131,Z.P1-1-1,"Berufe durchlaufen einen stetigen Wandel und es ist durchaus als positives Argument zusehen, dass neue/weiteres Personal, mit weniger Hürden als ein klassischer Arzt mit seiner langwierigen Ausbildung, im Bereich der Medizin Arbeit finden."
17,NZ.K10,Allerdings sollte die Entscheidungshoheit beim behandelnden Arzt liegen. Dies vermittelt zusätzliches Vertrauen.
72,Z.K3,"Sollte die KI eine Fehlentscheidung treffen, wer haftet dann? Der Hersteller der KI, der Betreiber der Praxis, der Staat, ...?"
152,Z.P3,Ärzte entwickelt sich nach der Uni gegebenenfalls nicht weiter und ein bot schon
