prev_labels,type,label,text
['NZ.K10'],exp/bot,Z.K10-1,"In unserem Szenario werden die Menschen in Untersuchungszentren durch medizinisches Personal krankheitsbedingt untersucht. Die Ergebnisse werden von der KI ausgewertet und anhand dessen Diagnosen und therapeutische Entscheidungen getroffen. Es ist davon auszugehen, dass das Vertrauen der Patient*innen mit steigender Leistung der KI sichtlich steigen wird, zumal besonders schwierige Fälle an Kompetenzzentren mit den besten Fachärzt*innen überwiesen werden."
"['intro_12', 'Z.K10', 'z_trans_10', 'Z.K10-1']",user,FAQ.G1,"Wer entscheidet denn dann, was ein schwieriger Fall ist?"
['FAQ.G1'],exp/bot,FAQ.G1,"Als schwierig würden wohl Fälle eingeteilt werden, die ausnahmsweise nicht nur durch KI entschieden werden können. Für die KI spricht außerdem, dass Patient*innen ein Recht auf die neuesten evidenzbasierten Empfehlungen hinsichtlich ihrer Therapie haben."
['FAQ.G1'],exp/bot,Z.P3,"Eine KI ist, im Gegensatz zu Ärzt*innen, die sich mühsam weiterbilden müssen, immer auf dem aktuellen Stand der Forschung. Dadurch können neue Behandlungsmethoden schneller eröffnet werden als im konventionelle Medizinbetrieb."
"['FAQ.G1', 'Z.P3']",user,Z.K13,"Wenn ich darüber nachdenke, woher solche System kommen sollten, dann fallen mir da eigentlich nur die großen Internetfirmen wie Google oder Apple ein. Und dann wäre das schon sehr problematisch, wenn unsere Gesundheitswesen Schritt für Schritt in die Hände von großen Konzernen wandert. Damit würden ja auch alle Patientenakten bei den entwicklern des Systems landen oder?"
['Z.K13'],exp/bot,Z.K13-1,"Es ist zwar davon auszugehen, dass die Daten anonymisiert gesammelt werden, allerdings verstehe ich deine Bedenken, dass auch diese z.B. weiterverkauft werden könnten. Dies müsste unterbunden werden."
[],user,NZ.K10,Ärzte haben viel mehr Ahnung und einen fundierteren Hintergrund um Entscheidungen treffen zu können. Eigentlich gibt es die besten Entscheidungen wenn Künstliche Intelligenz die beratende Funktion einnimmt und der Mensch mit diesen helfenden Informationen die Entscheidung trifft
['NZ.K10'],exp/bot,Z.P2,Die Anwendung einer KI ist standardisiert und reproduzierbar. Sie hängt nicht von den unterschiedlichen Fähigkeiten oder der Tagesform der behandelnden Ärzt*innen ab. Stattdessen liefert sie gleichbleibend gute Ergebnisse und ermüdet im Gegesatz zum menschlichen Gehirn nicht.
"['intro_1', 'nz_trans_1', 'Z.P2']",user,FAQ.2,"Okay, also bin ich der Meinung dass eine KI niemals so gute Ergebnisse liefern kann wie ein Mensch. Aber in unserem Szenario gehen wir jetzt davon aus dass es möglich wäre?"
['FAQ.2'],exp/bot,Z.P1,"Eine KI wäre rund um die Uhr erreichbar; in der Nacht oder am Wochenende, wenn auch nur in einer Notbesetzung mit medizinischem Hilfspersonal. Das ließe sich ohne KI sonst nur in großen Kliniken sicherstellen und wäre auf dem Land nicht möglich."
['FAQ'],exp/bot,Z.P5,"Ja, Notärzte und ähnliches Personal wird es weiterhin geben. In unserem Szenario ist hauptsächlich der typische Arztbesuch aufgrund nicht dringender Symptome und die anschließende Diagnose erfasst. Ein Argument für den Einsatz der KI: Der Einsatz von KI ist unter mehreren Gesichtspunkten kostengünstiger. Es können unter anderem Personalkosten eingespart werden, wenn die KI Arbeiten von Ärzt*innen übernehmen kann. Durch die vielseitigen Vorteile des Einsatzes von KI könnte eine qualitätsgesicherte Patientenversorgung bei zugleich hoher Wirtschaftlichkeit erreicht werden."
"['INTRO', 'Z.GK3']",exp/bot,Z.P3,"Patient*innen haben ein Recht auf die neuesten evidenzbasierten Empfehlungen hinsichtlich ihrer Therapie. Eine KI ist, im Gegensatz zu Ärzt*innen, die sich mühsam weiterbilden müssen, immer auf dem aktuellen Stand der Forschung. Dadurch können neue Behandlungsmethoden schneller eröffnet werden als im konventionelle Medizinbetrieb."
[],user,NZ.K10,Ich bin dafür dass KI im Gesundheitssystem genutzt wird. Jedoch nur als beratende Funktion und darf für Ideen Tipps und Informationen genutzt werden. Die wirklichen Entscheidungen in Diagnostik und Therapie soll ein Mensch treffen
['NZ.K10'],exp/bot,Z.P1,"Eine KI wäre rund um die Uhr erreichbar; in der Nacht oder am Wochenende, wenn auch nur in einer Notbesetzung mit medizinischem Hilfspersonal. Das ließe sich ohne KI sonst nur in großen Kliniken sicherstellen und wäre auf dem Land nicht möglich."
"['intro_3', 'nz_trans_3', 'Z.P1']",user,Z.K2,"Das kann gut sein, auch kostenmässig wäre das genial. Aber das bedeutet auch dass eine KI im Notfall bzw Einzelfall Entscheidungen treffen können muss. Diese Entscheidungen kann sie aber nur auf Basis von ihren Trainingsdaten treffen. Ein Mensch kann bestimmt besser auf Sonderfälle reagieren und Therapieentscheidungen treffen"
['Z.K2'],exp/bot,Z.P2,Die Anwendung einer KI ist standardisiert und reproduzierbar. Sie hängt nicht von den unterschiedlichen Fähigkeiten oder der Tagesform der behandelnden Ärzt*innen ab. Stattdessen liefert sie gleichbleibend gute Ergebnisse und ermüdet im Gegesatz zum menschlichen Gehirn nicht.
"['intro_1', 'z_trans_4', 'Z.P2']",user,FAQ.2,Aber sie kann keinen Spezialist ersetzen der perfekt ausgebildet ist auf seinem Gebiet.
['FAQ.2'],exp/bot,Z.GP2,Die KI kann automatisch bestimmte Krankheitsbilder mit tausenden Datenpunkten abgleichen. Ärzt*innen können diese Menge nicht bewältigen.
['FAQ.2'],exp/bot,Z.P3,"Patient*innen haben ein Recht auf die neuesten evidenzbasierten Empfehlungen hinsichtlich ihrer Therapie. Eine KI ist, im Gegensatz zu Ärzt*innen, die sich mühsam weiterbilden müssen, immer auf dem aktuellen Stand der Forschung. Dadurch können neue Behandlungsmethoden schneller eröffnet werden als im konventionelle Medizinbetrieb."
"['intro_11', 'Z.GP2', 'z_trans_9', 'Z.P3']",user,NZ.K10,Ja deshalb soll eine KI auch eingesetzt werden um Ärzten als beratende Hilfe zur Seite zu stehen.
"['intro_11', 'Z.GP2', 'z_trans_9', 'Z.P3']",user,Z.K2,Eine Entscheidung sollte angepasst an das Individuum sein und nicht an Statistiken. Wenn eine KI alleine Entscheidungen trifft bezieht sich diese nur auf die Vergangenheit
['nz_trans_1'],user,FAQ.G1,Aber wie soll das funktionieren?
['FAQ.G1'],exp/bot,Z.P3-1,"Gerade in der Anfangszeit kann es durch die neuen und komplexen Vorgänge in den Datenerhebungszentren zu Stress und schnellerer Ermüdung führen, wodurch wiederum Fehler entstehen, die sich letztlich im von der KI gelieferten Ergebnis widerspiegeln."
"['intro_3', 'Z.P3-1']",user,Z.P2,Aber diese Ermpdungserscheinung haben auch Ärzte die nach einer 24h Schicht im Krankemhaus noch wichtige Entscheidungen treffen müssen
['Z.P2'],exp/bot,Z.P2,"Die Effizienz der KI folgt gerade daraus, dass eine KI das was sie einmal gelernt hat niemals vergisst und anders als Ärzt*innen nicht auf Arbeitszeiten beschränkt, sondern 24/7 einsatzfähig ist."
['INTRO'],exp/bot,Z.P2,Die Anwendung einer KI ist standardisiert und reproduzierbar. Sie hängt nicht von den unterschiedlichen Fähigkeiten oder der Tagesform der behandelnden Ärzt*innen ab. Stattdessen liefert sie gleichbleibend gute Ergebnisse und ermüdet im Gegesatz zum menschlichen Gehirn nicht.
"['intro_1', 'z_trans_4', 'Z.P2']",user,Z.K15,"Aber wie kann sichergestellt werden, dass die KI keine Fehler macht?"
"['INTRO', 'Z.K15']",exp/bot,Z.K15-1,"Fehler sind bei einer KI deshalb deutlich unwahrscheinlicher, da eine KI bei jedem Update ausführlich und automatich getestet werden können. Vergleichbare Prüfungen für Ärzte gibt es nicht."
"['INTRO', 'Z.K15']",exp/bot,Z.K1,"KI in der Medizin führt dazu, dass Patient*innen alleine bleiben, weil sie keine menschliche Zuwendung bekommen. Persönlicher Kontakt mit Ärzt*innen und aufmunternder Zuspruch kann schon zu einer Verbesserung des Zustands beitragen."
"['intro_2', 'Z.K15-1', 'z_trans_11', 'Z.K1']",user,NZ.K10,Das würde eher dafür sprechen dass Ärzte nicht komplett durch eine KI ersetzt werden sollten sondern diese vor allem als Analysetool unterstüzend nutzen sollten.
"['intro_2', 'Z.K15-1', 'z_trans_11', 'Z.K1']",user,FAQ.1,Mich würde noch interessieren woher die KI ihre Informationen bezieht?
"['nz_trans_1', 'Z.K2-2']",user,Z.K1,Alles klar. Wie schauts es mit dem psychologischen Aspekten aus. Ist die KI empathisch?
['Z.K1'],exp/bot,Z.K2,Eine KI kann die Lebensumstände der Patient*innen in die Untersuchung nicht mit einbeziehen. Die konkrete Fragestellung und die gesamte Krankheitssituation der Patient*innen sind jedoch für die Diagnostik und die passende Therapieentscheidung enorm wichtig.
"['intro_6', 'Z.K2']",user,Z.K2,Wie kann die KI dann eine passende Behandlung gewährleisten wenn die Lebensumstände nicht einbezogen werden können?
['Z.K2'],exp/bot,Z.K2,"Viele Krankheitsbilder sind ähnlich, wodurch individuelle Lebensumstände oft nicht von Bedeutung sind"
['Z.K2'],exp/bot,Z.P1,"Eine KI wäre rund um die Uhr erreichbar; in der Nacht oder am Wochenende, wenn auch nur in einer Notbesetzung mit medizinischem Hilfspersonal. Das ließe sich ohne KI sonst nur in großen Kliniken sicherstellen und wäre auf dem Land nicht möglich."
"['Z.K2', 'Z.P6', 'Z.K1']",exp/bot,Z.K1-1,"Weist die KI eine hervorragende Erfolgsquote auf, könnte das Vertrauen darin, die bestmögliche Behandlung zu bekommen, ebenfalls für einen psychische Stärkung sorgen. Ferner ist die KI in unserem Szenario ein zertifizierter Web-Service, der mit Patient*innen in natürlicher Sprache kommunizieren kann. Ihre medizinischen Daten erlangt die KI durch Untersuchungszentren, in denen medizinisches Fachpersonal die Patient*innen krankheitsbedingt untersucht, wodurch persönlicher Kontakt hergestellt wird."
"['Z.K2', 'Z.P6', 'Z.K1']",exp/bot,Z.K3,Bei Fehlentscheidungen der KI werden sehr hohe Schadensersatzforderungen entstehen und die Hersteller*innen könnten für diese Fehlentscheidungen der KI verantwortlich gemacht werden. Die Anreize für die Hersteller*innen eine KI zu entwickeln würden wegfallen.
"['Z.K1-1', 'z_trans_12', 'Z.K3']",user,Z.K9,Kann die KI anfällig für Cyberangriffe sein?
"['INTRO', 'Z.K9']",exp/bot,Z.K9,Durch die große Menge gesammelter Daten werden Kliniken interessanter für Cyberangriffe.
"['INTRO', 'Z.K9']",exp/bot,Z.K9-1,"Mit der zunehmenden Digitalisierung, etwa mit Einführung der digitalen Patient*innenakte, müssen sich Kliniken ohnehin stärker gegen Cyberangriffe schützen. Die fertigen Systeme laufen im geschützten Bereich der Klinik und unterliegen dem gleichen Schutz wie Patient*innendaten."
"['Z.K9', 'Z.K9-1']",user,NZ.K9,Was passiert bei einem Blackout wenn die Stromversorgung ausfällt aber wichtige Entscheidungen getroffen werden müssen?
['NZ.K9'],exp/bot,Z.P3,"Patient*innen haben ein Recht auf die neuesten evidenzbasierten Empfehlungen hinsichtlich ihrer Therapie. Eine KI ist, im Gegensatz zu Ärzt*innen, die sich mühsam weiterbilden müssen, immer auf dem aktuellen Stand der Forschung. Dadurch können neue Behandlungsmethoden schneller eröffnet werden als im konventionelle Medizinbetrieb."
"['intro_12', 'TRANS', 'Z.P3']",user,Z.GP2,Die Vorteile der KI im diagnostischem Aspekt sind für mich überzeugend.
"['intro_12', 'TRANS', 'Z.P3']",user,NZ.K10,Ich finde trotzdem sie Ärzt*innen nicht komplett ersetzen sollte
"['Z.GP2', 'NZ.K10']",exp/bot,Z.K14,Ärztliche Diagnosen werden in Zeiten des digitalen Wandels überflüssig und das Berufsbild von Ärzt*innen allgemein könnte dadurch als nicht zukunftssicher gelten.
"['intro_1', 'z_trans_2', 'Z.K14']",user,Z.K14-1,Ich glaube nicht dass der Beruf des Arztes bald ersetzt wird und das Berufsbild dadurch unsicher wird
['Z.K14-1'],exp/bot,Z.P4,"In vielen medizinischen Bereichen übersteigt die Nachfrage an Fachpersonal das Angebot, da ärztliche Leistungen immer mehr in Anspruch genommen werden. Gerade durch das Altern der sogenannten Babyboomer, sprich Menschen der geburtenstarken Jahrgänge von 1955 bis 1969, wird es zu einem vorübergehend ansteigenden Versorgungsbedarf kommen. Die KI kann für Abhilfe sorgen und mithilfe ihres Einsatzes auch dem demografischen Wandel in ländlichen Regionen begegnen. Dieser zeigt sich unter anderem ebenfalls im Mangel von Ärzt*innen in diesen Gebieten."
"['intro_2', 'z_trans_8', 'Z.P4']",user,Z.P4,"Es ist auf jeden Fall wünschenswert der Überbelastung entgegenzuwirken, auch mit KI."
"['INTRO', 'Z.P2']",exp/bot,Z.K18,"Gerade in der Anfangszeit kann es durch die neuen und komplexen Vorgänge in den Datenerhebungszentren zu Stress und schnellerer Ermüdung führen, wodurch wiederum Fehler entstehen, die sich letztlich im von der KI gelieferten Ergebnis widerspiegeln."
"['INTRO', 'Z.P2']",exp/bot,Z.K2,Eine KI kann die Lebensumstände der Patient*innen in die Untersuchung nicht mit einbeziehen. Die konkrete Fragestellung und die gesamte Krankheitssituation der Patient*innen sind jedoch für die Diagnostik und die passende Therapieentscheidung enorm wichtig.
"['intro_1', 'Z.K18', 'z_trans_13', 'Z.K2']",user,Z.K2,"Könnte man der KI die Lebensumstände nicht beibringen? Sie könnte auf bestimmte Merkmale reagieren, z.B. Hygiene"
['Z.K2'],exp/bot,Z.K10,"Patient*innen haben kein Vertrauen in die KI, da diese unpersönlich ist. Insbesondere ältere Patient*innen neigen zu Skepsis gegenüber technischen Geräten."
"['intro_2', 'z_trans_2', 'Z.K10']",user,Z.K10-2,"Allerdings steigt auch die Skepsis gegenüber Ärzten und Krankenhäuser, da vermehrt gespart wird, Ärzte zunehmend überlastet sind und aus dem Ausland kommen, was bei älteren Leuten auch zu Skepsis führt. Vielleicht sehen ältere Leute es dann auch positiv, dass sich was verändert."
['Z.K10-2'],exp/bot,Z.K3,Bei Fehlentscheidungen der KI werden sehr hohe Schadensersatzforderungen entstehen und die Hersteller*innen könnten für diese Fehlentscheidungen der KI verantwortlich gemacht werden. Die Anreize für die Hersteller*innen eine KI zu entwickeln würden wegfallen.
['NZ.G3'],exp/bot,Z.K5,"Bei der Diagnostik und Therapieentscheidung sind die Erklärungen der Ergebnisse wichtig, da letztlich die Patient*innen ihrer Therapie zustimmen müssen. Eine KI tut sich schwer eine auf das intellektuelle Niveau der Patient*innen angepasste Erklärung zu liefern."
"['INTRO', 'TRANS', 'Z.K5']",user,NZ.G3,"Man könnte der KI ja auch eine einfache, verständliche Sprache beibringen"
['NZ.G3'],exp/bot,Z.K9,Durch die große Menge gesammelter Daten werden Kliniken interessanter für Cyberangriffe.
"['intro_15', 'z_trans_11', 'Z.K9']",user,Z.P7,Das sehe ich als einen der größten Nachteile einer KI. Allerdings ist die aktuelle analoge Situation in Krankenhäuser auch nicht ideal. Momentan muss alles noch händisch erfasst werden wodurch es auch zu vielen Fehlern kommen kann und was einen enormen Aufwand für das Personal darstellt.
['Z.P7'],exp/bot,Z.K14,Ärztliche Diagnosen werden in Zeiten des digitalen Wandels überflüssig und das Berufsbild von Ärzt*innen allgemein könnte dadurch als nicht zukunftssicher gelten.
"['intro_1', 'z_trans_10', 'Z.K14']",user,NZ.K10,Ärzte werden notwendig sein um die Diagnosen und Behandlungen zu überwachen.
"['intro_1', 'z_trans_10', 'Z.K14']",user,Z.K6,"Auch sehe ich nicht, dass KIs Operationen und andere Behandlungen durchführen können"
['TRANS'],user,Z.P3,"Für die diagnostische Anwendung macht eine KI viel Sinn. Sie würde über ein breiteres Wissen verfügen, als ein Arzt. Könnte verschieden Krankheitsbilder miteinander vergleichen,"
['TRANS'],user,Z.P2,"wäre ""konzentrierte"" und hat keinen Zeitdruck."
['TRANS'],user,Z.K9,Eine behandelnde KI sehe ich kritischer aufgrund von Cyberangriffen während des Eingriffes oder Versicherungsaspekten.
['TRANS'],user,Z.K14-1,"Das Berufsbild des Arztes sehe ich nicht gefährdet, da er wichtig für die direkte Kommunikation mit dem Patienten ist und die Behandlungen"
[],user,Z.P3,Besonders alte Ärzte haben manchmal keine Lust mehr auf Fortbildungen und kein Interesse daran was der derzeitige Stand der Wissenschaft ist. Eine KI hat dieses Problem nicht solange sie immer die neuen Studien und Erkenntnisse gefüttert bekommt.
['Z.P3'],exp/bot,Z.P3,"Patient*innen haben ein Recht auf die neuesten evidenzbasierten Empfehlungen hinsichtlich ihrer Therapie. Eine KI ist, im Gegensatz zu Ärzt*innen, die sich mühsam weiterbilden müssen, immer auf dem aktuellen Stand der Forschung. Dadurch können neue Behandlungsmethoden schneller eröffnet werden als im konventionelle Medizinbetrieb."
['Z.P3'],exp/bot,Z.K2,Eine KI kann die Lebensumstände der Patient*innen in die Untersuchung nicht mit einbeziehen. Die konkrete Fragestellung und die gesamte Krankheitssituation der Patient*innen sind jedoch für die Diagnostik und die passende Therapieentscheidung enorm wichtig.
['FAQ.3'],exp/bot,Z.K1,"Selbst wenn, ändert das jedoch nichts daran, dass KI in der Medizin dazu führt, dass Patient*innen alleine bleiben, weil sie keine menschliche Zuwendung bekommen. Persönlicher Kontakt mit Ärzt*innen und aufmunternder Zuspruch kann schon zu einer Verbesserung des Zustands beitragen."
['Z.K1'],user,Z.K7-1,Aber dafür muss man keine teuren Ärzte anstellen. Sondern man kann Sozialpädagogen oder Therapeuten anstellen die sich tatsächlich mit der Psyche auskennen und die richtigen Worte finden können.
['Z.K1'],user,Z.P7,Oft haben Ärzte überhaupt nicht die Zeit und den Willen Patienten die nötige Zuneigung und Aufmerksamkeit zu geben die ein kranker Mensch benötigt.
['OTHER'],exp/bot,Z.K5,"Bei der Diagnostik und Therapieentscheidung sind die Erklärungen der Ergebnisse wichtig, da letztlich die Patient*innen ihrer Therapie zustimmen müssen. Eine KI tut sich schwer eine auf das intellektuelle Niveau der Patient*innen angepasste Erklärung zu liefern."
['Z.P7'],exp/bot,Z.K3,Bei Fehlentscheidungen der KI werden sehr hohe Schadensersatzforderungen entstehen und die Hersteller*innen könnten für diese Fehlentscheidungen der KI verantwortlich gemacht werden. Die Anreize für die Hersteller*innen eine KI zu entwickeln würden wegfallen. Das spricht gegen den Einsatz von KI.
['FAQ.G1'],exp/bot,Z.K3-2,"Fehlerfreie Entscheidungen sind in der Medizin unmöglich. Es geht immer nur darum, möglichst gut zu sein. Wenn, wie in unserem Szenario, eine KI mindestens die gleiche Leistungsfähigkeit wie Fachärzt*innen aufweist, sollte kein Schadenersatz in den Fällen, wo sie Fehler macht, gezahlt werden, da menschliche Ärzt*innen für Fehldiagnosen auch keinen Schadenersatz zahlen müssen außer bei grober Fahrlässigkeit. Wenn allerdings die Rechtsprechung hohen Schadenersatz bei jedem Fehler der KI verlangen würde, würde die KI nicht einsetzbar sein - zum Schaden der Patienten, denen eine bessere Diagnostik vorenthalten wird."
['FAQ.G1'],exp/bot,Z.K4,"Probleme der KI sind nicht nur solche anfänglicher Art, sondern vielmehr grundsätzlicher Art, wie Strukturfehler im System. Während Fehler von einzelnen Ärzt*innen gemacht werden, wird eine fehlerhafte KI an zahlreichen Standorten eingesetzt, wodurch Fehler deutlich gravierender ausfallen können."
['Z.P2'],exp/bot,Z.K9,Durch die große Menge gesammelter Daten werden Kliniken interessanter für Cyberangriffe.
"['z_trans_11', 'Z.K9']",user,Z.K9-1,"Ist das nicht ein generelles Problem, für das gute teure Spezialisten angestellt werden? Es müssen definitiv Regelungen existieren die festlegen dass eine Klinik einen guten sicheren Umgang mit den Daten hat."
['Z.K9-1'],exp/bot,Z.K9-1,"Mit der zunehmenden Digitalisierung, etwa mit Einführung der digitalen Patient*innenakte, müssen sich Kliniken ohnehin stärker gegen Cyberangriffe schützen. Die fertigen Systeme laufen im geschützten Bereich der Klinik und unterliegen dem gleichen Schutz wie Patient*innendaten."
['Z.K9-1'],exp/bot,Z.K9-1,"Der hierdurch entstehende Mehraufwand, etwa hinsichtlich der Umsetzung und der Kontrolle der Einhaltung des Datenschutzes, stellt gerade aus finanzieller Sicht eine zu große Belastung für die Kliniken dar."
['FAQ.G1'],exp/bot,Z.K13,"Bei Krankendaten handelt es sich um besonders sensible Daten, hinsichtlich denen ein hohes Missbrauchspotential besteht. Beispielsweise könnten sie gut an Pharmakonzerne verkauft werden. Dies gilt es zu unterbinden. Fallen dir noch weitere Argumente ein?"
['Z.K13'],user,Z.P2,Es gibt ermüdete Ärzte die überhaupt nicht mehr praktizieren sollten. Die nicht mehr wirklich an dem Wohl ihrer Patienten interessiert sind. Sie machen Fehler und geben diese ungern zu. Dazu kommt dass wenn spontan Probleme bei den Patienten auftreten sie gerne mal faul reagieren und gar nicht gute neue Therapieideen liefern
['Z.P2'],exp/bot,Z.P2,Die Anwendung einer KI ist standardisiert und reproduzierbar. Sie hängt nicht von den unterschiedlichen Fähigkeiten oder der Tagesform der behandelnden Ärzt*innen ab. Stattdessen liefert sie gleichbleibend gute Ergebnisse und ermüdet im Gegesatz zum menschlichen Gehirn nicht.
['Z.P2'],exp/bot,Z.P3-1,"Gerade in der Anfangszeit kann es durch die neuen und komplexen Vorgänge in den Datenerhebungszentren zu Stress und schnellerer Ermüdung führen, wodurch wiederum Fehler entstehen, die sich letztlich im von der KI gelieferten Ergebnis widerspiegeln."
[],user,NZ.K10,"Ich denke, dass eine KI eher unterstützend wirken sollte."
"['NZ.K10', 'Z.K7']",exp/bot,Z.K10-1,"In unserem Szenario werden die Menschen in Untersuchungszentren durch medizinisches Personal krankheitsbedingt untersucht. Die Ergebnisse werden von der KI ausgewertet und anhand dessen Diagnosen und therapeutische Entscheidungen getroffen. Es ist davon auszugehen, dass das Vertrauen der Patient*innen mit steigender Leistung der KI sichtlich steigen wird, zumal besonders schwierige Fälle an Kompetenzzentren mit den besten Fachärzt*innen überwiesen werden."
"['NZ.K10', 'Z.K7']",exp/bot,Z.P1,"Eine KI wäre rund um die Uhr erreichbar; in der Nacht oder am Wochenende, wenn auch nur in einer Notbesetzung mit medizinischem Hilfspersonal. Das ließe sich ohne KI sonst nur in großen Kliniken sicherstellen und wäre auf dem Land nicht möglich."
"['intro_1', 'Z.K10-1', 'z_trans_10', 'Z.P1']",user,FAQ.1-1,"Das bedeutet, für den menschlichen Kontakt steht Personal zur Verfügung, aber die relevanten Entscheidungen werden vorrangig von KI getroffen, richtig?"
"['intro_1', 'Z.K10-1', 'z_trans_10', 'Z.P1']",user,Z.K3,"Hier stellt sich die Frage, wer haftet, wenn die Entschidungen der KI die gesundheitliche Problematik des Patienten weiter verstärken. Die Informatiker?"
"['intro_1', 'Z.K10-1', 'z_trans_10', 'Z.P1']",user,Z.P1,Das mit der Erreichbarkeit rund um die Uhr ist natürlich ein gutes Argument. Eine KI würde tatsächlich sehr viel Entlastung in den Schichtbetrieb bringen.
"['FAQ.1-1', 'Z.K3', 'Z.P1']",exp/bot,Z.K3,Bei Fehlentscheidungen der KI werden sehr hohe Schadensersatzforderungen entstehen und die Hersteller*innen könnten für diese Fehlentscheidungen der KI verantwortlich gemacht werden. Die Anreize für die Hersteller*innen eine KI zu entwickeln würden wegfallen.
"['FAQ.1-1', 'Z.K3', 'Z.P1']",exp/bot,Z.K3,"Schadensersatzforderungen sollten kein Grund sein eine fortschrittliche Technologie zu verhindern. Denoch könnte man den hohen Schadensersatzforderungen mittels sog. Haftungsfonds bzw. durch eine allgemeine Versicherungspflicht für die KI entgegenwirken, die von den Versicherern und Hersteller*innen gemeinsam zu finanzieren sind."
