,label,category,stance,parents,similars,label_name,keywords,paraphrase,summary,full_text,groups,rating,reaction_to_argument
10,Z.P2-1,Z,CON,Z.P2,,KI-Entscheidungen nicht nachvollziehbar,,die KI-Entscheidung /wird möglicherweise von den Menschen nicht richtig verstanden und entsprechend nicht akzeptiert bzw. angefochten.,KI-Entscheidungen nicht nachvollziehbar,"Beim Einsatz der jurki gibt es allerdings auch Bedenken, die berücksichtigt werden sollten. So besteht die Gefahr, dass eine Entscheidung der jurKI möglicherweise nicht so gut verstanden wird, wie die eines/einer Richter:in, mit der Folge, dass sie schwerer anzufechten sind. Immerhin beruht die KI-Entscheidung auf einer sehr komplexen Analyse von Gesetzen und Daten, die für Menschen schwer nachvollziehbar ist. Auch die Akzeptanz der KI-Entscheidungen könnte darunter leiden.",Z.GP2,-2,
11,Z.P2-2,Z,CON,Z.P2,,,,die Beschleunigung der Verfahren /könnte zu weniger Betrachtungsweisen führen.,die Beschleunigung der Verfahren könnte zu weniger Betrachtungsweisen führen.,"Die Beschleunigung des Verfahrens durch den Einsatz der jurKI könnte allerdings zur Folge haben, dass aufgrund der wegfallenden Wartezeit weniger neue Betrachtungsweisen oder Beweise ans Licht kommen.",Z.GP2,,
12,Z.P2-2-1,Z,PRO,Z.P2-2,,,,die Verfahrensordnung an sich /würde nicht geändert werden.,die Verfahrensordnung an sich würde nicht geändert werden.,"Die Verfahrensordnung an sich würde dahingehend nicht geändert werden und weiterhin gewährleisten, dass allen Parteien genügend Zeit eingerämt wird, Beweise vorzubringen.",Z.GP2,,
13,Z.P8,Z,PRO,,,Kosten sparen,"([KI, jurKI, Intelligenz, AI], [günstig, billiger, Kostengünstiger, Ressourcenschonender]), Richter*, verbeamtet, Beamte",die KI /ist günstiger.,Kosten sparen,Die jurKI an sich ist günstiger als verbeamtete Richter:innen.,Z.GP2,2,0
14,Z.P8-1,Z,CON,"Z.P8, Z.K2-1-1",,Kosten kein primäres Ziel,"([Kosten, Preise], negex, [Ziel, primäres Ziel]), [nicht wichtig, unwichtig, sekundär] Preis, Kosten",Kosten /sind kein primäres Ziel.,Kosten kein primäres Ziel,"Richter:innen entscheiden über Recht und Unrecht. Dabei spielen die Kosten eine eher untergeordnete Rolle. Zudem führt der Einsatz der jurKI eher zu noch mehr finanziellen Belastungen, da die Richter:innen mit der Implementierung der Sachlage beschäftigt bleiben.",Z.GP2,,
15,Z.P8-2,Z,CON,Z.P8,,Keine Ersparnis wegen Berufung,"keine Ersparnis, Berufung, Instanz, ([Mensch, Richter*], notwendig, benötigt, weiterhin)",aufgrund von Berfungen /ist keine Ersparnis zu erwarten.,Keine Ersparnis wegen Berufung,"Man müsste wie in unserem Szenario auch gegen eine jurKI eine Berufung einer höheren Instanz zulassen, die dann nicht von der gleichen jurKI entschieden werden dürfte (da jene das gleiche Ergebnis erzielen würde), sondern von menschlichen Richter:innen.",Z.GP2,,
16,Z.P4,Z,PRO,,,"Faktoren aufdecken, die sonst in Urteilen verborgen bleiben","([KI, jurKI, Intelligenz, AI], [Korrelationen, Treffer, Erscheinungen], [finden, entdecken, ausfindig machen]), ([Mensch, Richter*], negex, Korrelationen, [finden, entdecken, ausfindig machen]), Faktoren, Fakten, aufdecken",ein KI /kann viel mehr Korrelationen finden.,"Faktoren aufdecken, die sonst in Urteilen verborgen bleiben; viel mehr Korrelationen finden","Die jurKI kann eine hohe Komplexität an Datenmengen verarbeiten und darauf trainiert werden, so viele Korrelationen wie möglich zu identifizieren und dadurch die Faktoren aufdecken, die ein/e menschliche/r Richter:in übersehen könnte.",Z.GP1,4,0
17,Z.P4-1,Z,CON,Z.P4,,Nicht alle Faktoren können aufgedeckt werden,"([KI, AI, Intelligenz], Einschränkung, Daten, Datenqualität, Datenquantität, Qualität), Algorithmen, Rechenleistung, menschlich Bewusstsein, Variabeln",eine KI /kann auch nicht stets alle Faktoren aufdecken.,Nicht alle Faktoren können aufgedeckt werden,"Auch eine jurKI kann nicht alle Faktoren vollständig aufdecken, da stets eine Einschränkung in Bezug auf die Datenqualität und -quantität, Algorithmen und Rechenleistung gegeben ist. Im menschlichen Bewusstsein könnten noch weitere Variablen verborgen sein.",Z.GP1,2,
18,Z.P5,Z,PRO,,,Mehr Zugang zu Rechtshilfe,"Zugang, Recht, Rechtshilfe, (Gericht, Regelsystem, Verfügung stellen), (erwartet, Erwartung, Entscheidung)",durch die KI /wird mehr Zugang zu Rechtshilfe ermöglicht.,Mehr Zugang zu Rechtshilfe,"Die jurKI erweitert den Zugang zu Rechtshilfe, da die Gerichte ihr Regelsystem zur Verfügung stellen können. Bestehende Systeme würden es leichter haben, da nur noch Fakten festgestellt werden müssen und schon vorab die zu erwartende Entscheidung gegeben werden kann.",Z.GP4,3,0
19,Z.P5-1,Z,CON,Z.P5,Z.K6-1-1,Rechte der Betroffenen werden eingeschränkt,,die Rechte der Betroffenen /werden durch unvollständige bzw. fehlerhafte Daten eingeschränkt.,Rechte der Betroffenen werden eingeschränkt,"Durch das System der KI-Entscheidungen könnten unter Umständen die Recht der Betroffenen eingeschränkt werden, sollten die Entscheidungen auf unvollständigen oder sogar auf teilweise fehlerhaften Daten basieren.",Z.GP4,1,
20,Z.K6,Z,CON,Z.P1-1-1,,KI befolgt keine Werte.,"([KI, jurKI, Intelligenz, AI], negex, [Leitlinien, Regeln, Moral, moralisch]), Werte Ausübung, Beruf, ([Richter*, Mensch, menschlicher Richter*], [Werte, Moral, moralisch]), rechtlicher Rahmen, Regeln",KI /befolgt keine Werte.,"Keine moralischen Leitlinien und Regeln für KI, kein Werten",Die Entwicklung von KI ist bisher nahezu keinen moralischen Leitlinien und Regeln unterworfen und kann nicht werten. Richter:innen hingegen bekennen sich zu Werten durch die Ausübung ihres Berufs und des rechtlichen Rahmens.,Z.GK1,5,1
21,Z.K6-1,Z,PRO,Z.K6,,Moralische Leitlinien und Regeln vorgegeben,"([KI, jurKI, Intelligenz, AI], [Staat, staatlich], [vorgegeben, hinzuziehen, hinzugezogen], [Leitlinien, Regeln, Moral, moralisch]), Werte, rechtlicher Rahmen, Regeln, (Erkenntnisse, philosophie, Wissenschaft, Computerwissenschaft, Informatik), Diskriminierungsgesetz",moralische Leitlinien und Regeln /sind vorgegeben.,Moralische Leitlinien und Regeln vorgegeben,"Die jurKI ist ein zertifizierter Service des Staates, der die moralischen Leitlinien und Regeln vorgibt. Hierfür werden insb. auch die Erkenntnisse der Philosophie und Computerwissenschaft hinzugezogen und z.B. in ein passendes Diskriminierungsgesetz übersetzt.",Z.GK1,4,0
22,Z.K6-1-1,Z,CON,Z.K6-1,Z.P5-1,Umsetzung der Leitlinien und Regeln schwierig,,KI /könnte von fehlerhaften Urteilen falsch lernen und Leitlinien sowie sonstige Regeln verletzen.,Umsetzung von Richtlinien und Regeln schwierig,"Die Regel und Leitlinien sind schnell erlassen, allerdings dürfte sich die Umsetzung beispielsweise eines Diskriminierungsgesetzes für die jurKI als schwierig erweisen, da eine KI auch aus Fällen lernt, in denen möglicherweise vorurteilsbehaftet und diskriminierend von menschlichen Richter:innen entschieden wurde.",Z.GK1,3,1
23,Z.K6-1-1-1,Z,PRO,Z.K6-1-1,,KI lernt nicht aus allen Fällen,,KI /lernt nur aus vorurteils- und diskriminierungsfreien Fällen.,Lernt aus selektierten Daten aus vorurteils- und diskriminierungsfreien Fällen,"Neben der Umsetzung der Regeln und Leitlinien wird eine jurKI ausschließlich aus selektierten Fällen, die gerade nicht vorurteilsbehaftet und diskriminierend sind, lernen und somit bestehende Vorurteile oder Diskriminierungen nicht berücksichtigen.",Z.GK1,5,0
24,Z.K6-2,Z,PRO,Z.K6,,KI können juristische Werte beigebracht werden,"Lernverfahren, lernen, (Werte, Moral, Leitlininen, beigebracht, lernen, Lernverfahren), ([KI, AI, Intelligenz], Bottom-Up, supervised learning)",der KI /können juristische Werte beigebracht werden.,KI können juristische Werte beigebracht werden,"Dieser Einwand beruht auf einem technisch überholten Bild und setzt ein idealisiertes Bild von Richter:innen voraus. Das Lernverfahren erfolgt mittlerweile Bottom-Up, also bspw. zunächst anhand kleinerer und einfacher Fälle bis hin zu komplexen und schwierigen Sachverhalten, und der jurKI können Werte beigebracht werden, etwa durch das sog. supervised learning. ",Z.GK1,,
25,Z.K6-3,Z,PRO,Z.K6,,ethische Grundsätze werden befolgt,"Praxis, Ehtik, ethische Grundsätze, Justiz, Europäische Kommission, Kommission, (Einsatz, [KI, AI, Intelligenz], Grundsatz, Leitlinien, folgen)",KI /befolgt ethische Grundsätze.,ethische Grundsätze werden befolgt,"Vorschläge aus der Praxis für ethische Grundsätze des Einsatzes von jurKI in der Justiz liegen bereits vor, etwa von der Europäischen Kommission für die Effizienz der Justiz des Europarates (CEPEJ). Der Einsatz der jurKI müsste natürlich auch diesen Grundsätzen folgen.",Z.GK1,,
26,Z.K10,Z,CON,,,KI kann sich irren,"([KI, AI, Intelligenz], [irren, Fehler, nicht fehlerfrei, fehlerbehaftet]), falsches Ergebniss, Entscheidungsfindung",KI /kann sich irren.,KI kann sich irren,Eine jurKI kann sich in ihrer Entscheidungsfindung irren und zu einem falschen Ergebnis kommen.,Z.GK1,2,3
27,Z.K10-1,Z,PRO,Z.K10,,Irren ist menschlich,"([Irren, Fehler, falsch], menschlich, normal, kommt vor), Instanzenzug, höhere Instanz, Schutz, Qualität, Trainingsdaten",Irren /ist menschlich.,Irren ist menschlich,"Irren ist menschlich. Eine KI darf daher auch zu einem gewissen Grad irren. Der Instanzentzug würde die Prozessparteien schützen. Um Fehler zu verhindern, wird man die jurKI mit einer hohen Qualität an Trainingsdaten trainieren. ",Z.GK1,,
28,Z.K10-2,Z,PRO,Z.K10,,Bei Überforderung Fälle an Richter:innen delegieren,"([KI, AI, Intelligenz], überfordert, Systemgrenze, nicht beurteilen), ([Mensch, Richter*], delegieren, weiterleiten), lernen","sobald die KI an ihre Grenzen stößt, /werden die Fälle an menschliche Richter:innen übertragen.",Bei Überforderung Fälle an Richter:innen delegieren,"Die jurKI wird außerdem Fälle, die sie nicht selbst beurteilen kann, an menschliche Richter:innen delegieren und würde aus diesen für zukünftige, ähnliche Fälle lernen.",Z.GK1,,
29,Z.K2,Z,CON,,Z.P1-1,mangelnde Persönlichkeit der KI,"([KI, AI, Intelligenz], negex, [Persönlichkeit, Menschlichkeit, menschlich begegnen]), black box, undurchsichtigm simulieren, Macht, [Mangel, mangelnd]",die KI /hat eine mangelnde Persönlichkeit.,mangelnde Persönlichkeit der KI; algorithmische Tyrannei,"Die jurKI kann dem/der Adressat:in ihrer Macht nicht menschlich begegnen, sondern dies allenfalls simulieren, da die Black Box undurchschaubar ist. Wie kann sie über das Leben der Bürger:innen urteilen, wenn sie hiervon keine Ahnung hat? ",Z.GK3,4,-1
30,Z.K2-1,Z,PRO,Z.K2,,jurKI folgt einem strikten Regelwerk,"([KI, AI, Intelligenz], [befolgt, folgt], [Regel, Regelwerk, Leitlinien]), Transparenz, Interpretierbarkeit, [Begründung, begründen, Erklärung, erklären]",die KI /folgt einem strikten Regelwerk und kann ihre Entscheidung begründen.,jurKI folgt einem strikten Regelwerk,Transparenz und Interpretierbarkeit könnten Zurechnungshindernisse bei der jurKI überwinden. Die jurKI folgt einem strikten Regelwerk und wäre hierdurch durchaus in der Lage ihre Entscheidung zu begründen.,Z.GK3,4,
31,Z.K2-1-1,Z,CON,Z.K2-1,,Erhöhung der Herstellungskosten durch Interpretierbarkeitsregeln,"([Erhöhung, höhere, steigend], [Kosten, Preis, Herstellungskosten]), Interpretierbarkeitsregeln, Interpretieren, Regeln, manuell, [überprüft, Überprüfung, Kontrolle, kontrollieren]",die Kosten durch die Interpretierbarkeitsregeln /könnten unangemessen ansteigen.,Erhöhung der Herstellungskosten durch Interpretierbarkeitsregeln; Verringerung der Genauigkeit eines KI-Systems,"Die Kosten für die Herstellung von algorithmischen Entscheidungen könnten sich erhöhen, da alle wichtigen Entscheidungen manuell überprüft werden müssten, um sicherzustellen, dass sie auch tatsächlich transparent und somit interpretierbar sind.",Z.GK3,,
32,Z.K2-1-1-2,Z,PRO,Z.K2-1-1,,Regelwerk offengelegt,"([Regelwerk, Regeln], [offengelegt, transparent, veröffentlicht, nachvollziehbar, nachfolzogen]), ([zusätzliche, höhrere] Kosten, negex, entstehen)",das Regelwerk /ist offengelegt.,Regelwerk offengelegt,Das Regelwerk würde ohnehin vom Gericht offengelegt werden. Zusätzliche Kosten entstehen also nicht.,Z.GK3,,
33,Z.K2-1-2,Z,CON,Z.K2-1,,Rationalisierte bzw. unaufrichtige Entscheidungen,"([KI, AI, Intelligenz], unaufrichtg, schein), [Begründung, begründen, Erklärung, erklären], [tatsächlich, Tatsache, Fakt], Grund, Gründe, Ergebnis, Urteil",KI /könnte unaufrichtige Entscheidungen treffen.,Rationalisierte bzw. unaufrichtige Entscheidungen,"Selbst wenn die KI ihr Ergebnis begründen kann, wie können wir uns sicher sein, dass es sich hierbei auch tatsächlich um ihre Gründe handelt, die zum Ergebnis geführt haben? ",Z.GK3,,
34,Z.K2-1-2-1,Z,PRO,Z.K2-1-2,,Begründung und Rationalisierung bei menschl. Richter:in auch kaum zu unterscheiden,"([Mensch, Richter*], [unaufrichtig, falsch], [Begründung, Erklärung, Rationalisierung]), unterscheiden, Unterschied, aussichtsreicher, Mensch",die Begründung und Rationalisierung /ist bei menschl. Richter:innen auch kaum zu unterscheiden.,Begründung und Rationalisierung bei menschl. Richter:in auch kaum zu unterscheiden,"Aufrichtige Begründung und Rationalisierung ist bereits bei menschlichen Richter:innen kaum zu unterscheiden. Wenn überhaupt, dann wird die Unterscheidbarkeit einer ehrlichen Erklärung der Gründe und der logischen Rechtfertigung bei jurKI aussichtsreicher sein als bei Menschen, da KI-Systeme in der Lage sind, Entscheidungen auf der Grundlage von festgelegten Regeln und Algorithmen zu treffen, die sorgfältig überwacht und evaluiert werden können.",Z.GK3,,
35,Z.K4,Z,CON,,,Ergebnisse KI wenig flexibel,"([Ergebnis, Urteil], wenig, negex, flexibel), ([Mensch, Richter*], [ermessen, Ermessensmacht,] flexibel)",die Ergebnisse der KI /sind wenig flexibel.,Ergebnisse KI wenig flexibel; Ermessensmacht und individualisierte Rechtsprechung des/der Richter:in,Die von der jurKI präsentierten Ergebnisse sind in ihrer Ausgabe weniger flexibel. Die Befassung menschlicher Richter:innen zur endgültigen Entscheidung erlaubt ihnen die Ausübung der notwendigen Ermessensmacht. Dies ist Ausdruck einer individualisierten Rechtsprechung.,Z.GK1,4,0
36,Z.K4-1,Z,PRO,,,Im Zivilrecht flexible Ergebnisse nicht notwendig,"([Ergebnis, Urteil], wenig, negex, flexibel), ([Mensch, Richter*], [ermessen, Ermessensmacht,] flexibel), klare, [Faktenlage, Fakten]",flexible Ergebnisse im Zivilrecht /sind nicht notwendig.,Ergebnisse KI wenig flexibel; Zivilrecht Faktenlage bestimmbar,"Gerade in zivilrechtlichen Verfahren werden die verkündeten Ergebnisse der jurKI wenig flexibel sein müssen, da in der Regel die individuelle Fakten(sach)lage klar erfasst werden kann und nicht auf weitere menschliche Aspekte bzw. Motive eingegangen werden muss.",Z.GK1,2,
37,Z.K9,Z,CON,,,wenig Akzeptanz,"(negex, [Akzeptanz, positive Einstellung, akzeptiert]), Gesellschaft, Mensch, Justiz, wahrgenommen",die KI /wird nicht akzeptiert.,wenig Akzeptanz,Die jurKI als Richter:in könnte auf wenig Akzeptanz in der Gesellschaft stoßen.,Z.GK3,4,2
38,Z.K9-1,Z,PRO,Z.K9,,Akzeptanz in Gesellschaft nimmt zu,"(neu, Technologie, [Akzeptanz, positive Einstellung, akzeptiert]), Gesellschaft, Mensch, Justiz, zunehmen",die Akzeptanz neuer Technologien /nimmt zu.,Akzeptanz in Gesellschaft nimmt zu,"Die Pandemie hat bereits dafür gesorgt, dass die Technik viel mehr an Akzeptanz gewinnt. Warum die jurKI als Richter:in nicht an Akzeptanz hinzugewinnen sollte, ist nicht ersichtlich.",Z.GK3,,
39,Z.K11,Z,CON,,,Subjektive Wirkung leidet,"[subjektive Wirkung, Subjektiv*], leidet, Wirkung",die subjektive Wirkung leidet.,Subjektive Wirkung leidet,"Bei der jurKI könnte die subjektive Wirkung auf dem Weg liegen bleiben. Man denke z.B. an die Wirkung, die Richter:innen mit dem Spruch ""im Namen des Volkes"" bei den Verfahrensteilnehmenden hervorruft. Diese wäre nur sehr schwer durch eine Maschine zu reproduzieren.",Z.GK3,3,-1
40,Z.K11-1,Z,PRO,Z.K11,,Menschlicher Aspekt immer unwichtiger,"([Menschlichkeit, menschliche Aspekt], negex, [wichtig, relevant, notwenig]), Hintergrund gedrängt, Persönlichkeit",der menschliche Aspekt /wird immer unwichtiger.,Menschlicher Aspekt immer unwichtiger,"In Deutschland sitzen die Menschen bereits durchschnittlich über 10h am Tag vor einem Bildschirm. Das zeigt, dass die Menschen keine echte Persönlichkeit vor sich brauchen, auch nicht bei Entscheidungen. Der menschliche Aspekt wird immer weiter in den Hintergrund gedrängt.",Z.GK3,,
41,Z.K12,Z,CON,,,Bruch mit Grundsätzen,"([Bruch, bricht], [Grundsäzten, Werten, Regelungen]), ([Mensch, Person], negex, [unterwerfen, Unterwerfung]), Entscheidung, automatische Verarbeitung, Recht",die KI /bricht mit den geltenden Grundsätzen.,Bruch mit Grundsätzen; Recht sich aut. Ents. nicht unterwerfen zu müssen,"Der Einsatz der jurKI bricht mit den bekannten Grundsätzen, nach denen betroffene Personen das Recht haben, sich keiner Entscheidung unterwerfen zu müssen, die ausschließlich auf einer automatisierten Verarbeitung beruht.",Z.GK3,2,1
42,Z.K12-1,z,PRO,Z.K12,,Grundsätze entwickeln sich weiter,"Grundsätze, [entwickeln, Entwicklung, anpassen, Anpassung], [überarbeitet, Überarbeitung]",die Grundsätze /entwickeln sich weiter.,Grundsätze entwickeln sich weiter; Anpassungen finden statt,"Es ist ohnehin davon auszugehen, dass mit immer weiter voranschreitender Technologie, derartige Grundsätze überarbeitet und angepasst werden.",Z.GK3,,
43,Z.K13,z,CON,,,Kein Verantwortungsgefühl der KI,,die JurKI /fühlt keine Verantwortung.,die JurKI fühlt keine Verantwortung.,Die jurKI hat kein Verantwortungsgefühl. Die Verantwortungsfrage bleibt bei ihren Entscheidungen offen.,Z.GK3,1,-1
44,Z.K13-1,Z,PRO,Z.K13,,Kompetenzzentren bzw. Expertengremien tragen die Verantwortung,,ein staatliches Gremium /haftet für die Fehler der JurKI.,ein staatliches Gremium haftet für die Fehler der JurKI.,In unserem Szenario ist die jurKI nicht unabhängig. Ihr werden die Regeln und ihr Handlungsspielraum von einem vom Staat bestellten Expert:innengremium klar vorgegeben und begrenzt. Dieses würde im Falle von Fehlern oder sonstigen Schäden zur Verantwortung gezogen werden.,Z.GK3,,
45,Z.K3,Z,CON,,,Haftungsfragen offen,,Haftungsfragen /sind noch nicht eindeutig geregelt.,Haftungsfragen sind noch nicht eindeutig geregelt.,"Es besteht Bedarf an einer detaillierteren Regelkonstruktion für die algorithmische Haftung. Es bleibt fraglich, welche Folgen eine fehlerhaft programmierte jurKI hätte.",Z.GK3,0,-1
46,Z.K3-1,Z,PRO,Z.K3,,Rechtsbeugung bei jurKI ausgeschlossen,,eine JurKI /wäre stets an ein festes Regelwerk gebunden.,eine JurKI wäre stets an ein festes Regelwerk gebunden.,"Menschliche Richter:innen machen sich nur wegen Rechtsbeugung strafbar, wenn sie bei der Entscheidung vorsätzlich das Recht falsch anwenden. Bei einer jurKI ist dies ausgeschlossen, da sie stets an ein festes Regelwerk gebunden sein wird.",Z.GK3,,
47,Z.K3-2,Z,PRO,Z.K3,,Zweite Instanz,,die Entscheidung der JurKI /könnte in einer höheren Instanz korrigiert werden.,die Entscheidung der JurKI könnte in einer höheren Instanz korrigiert werden.,"Die hierarchische Ordnung in Deutschland bewirkt ohnehin, dass eine übergeordnete Instanz die Entscheidung einer anderen Instanz revidieren kann. Hieran würde sich beim Einsatz der jurKI nichts ändern. Durch den Weg durch die Instanzen entsteht in jedem Fall Rechtssicherheit.",Z.GK3,,
48,Z.K7,Z,CON,,,Berufsbild Motivation Studierende,"(Richter*, [Berufsbild, Beruf, Ausübung], [Motivation, Ziel]), Studierende, Student*, [Abnahme, weniger], Demokratie",das Berufsbild des:r Richter:in /ist Motivation für das Studium.,Berufsbild Motivation Studierende,"Richter:in ist für viele ein Berufswunsch und mithin Motiv für das Studium. Ohne dieses Berufsbild, würden sich möglicherweise weniger Menschen für das Studium entscheiden. Dies würde dazu führen, dass es weniger Jurist:innen gibt, was jedoch wichtig für die Demokratie ist.",Z.GK5,4,2
49,Z.K7-1,Z,PRO,Z.K7,,Richter:innen werden weiterhin gebraucht,"(Richter*, [weiter, weiterhin], [gebraucht, benötigt, notwendig]), Entscheidungsfindung, Entscheidungsverkündung, [ersetzen, Ersetzung], Implementierung",Richter:innen /werden weiterhin gebraucht.,Richter:innen werden weiterhin gebraucht,"Richter:innen werden auch mit der jurKI weiterhin gebraucht und eingesetzt werden. Die jurKI soll diese nur bei der Entscheidungsfindung und -verkündung ersetzen, die Implementierung der Sachlage übernehmen weiterhin Richter:innen.",Z.GK5,1,
