,label,text
22,Z.P2,Die Anwendung einer KI ist standardisiert und reproduzierbar. Sie hängt nicht von den unterschiedlichen Fähigkeiten oder der Tagesform der behandelnden Ärzt*innen ab. Stattdessen liefert sie gleichbleibend gute Ergebnisse und ermüdet im Gegesatz zum menschlichen Gehirn nicht.
23,FAQ.2,"Okay, also bin ich der Meinung dass eine KI niemals so gute Ergebnisse liefern kann wie ein Mensch. Aber in unserem Szenario gehen wir jetzt davon aus dass es möglich wäre?"
24,Z.P1,"Eine KI wäre rund um die Uhr erreichbar; in der Nacht oder am Wochenende, wenn auch nur in einer Notbesetzung mit medizinischem Hilfspersonal. Das ließe sich ohne KI sonst nur in großen Kliniken sicherstellen und wäre auf dem Land nicht möglich."
25,Z.P5,"Ja, Notärzte und ähnliches Personal wird es weiterhin geben. In unserem Szenario ist hauptsächlich der typische Arztbesuch aufgrund nicht dringender Symptome und die anschließende Diagnose erfasst. Ein Argument für den Einsatz der KI: Der Einsatz von KI ist unter mehreren Gesichtspunkten kostengünstiger. Es können unter anderem Personalkosten eingespart werden, wenn die KI Arbeiten von Ärzt*innen übernehmen kann. Durch die vielseitigen Vorteile des Einsatzes von KI könnte eine qualitätsgesicherte Patientenversorgung bei zugleich hoher Wirtschaftlichkeit erreicht werden."
26,Z.P3,"Patient*innen haben ein Recht auf die neuesten evidenzbasierten Empfehlungen hinsichtlich ihrer Therapie. Eine KI ist, im Gegensatz zu Ärzt*innen, die sich mühsam weiterbilden müssen, immer auf dem aktuellen Stand der Forschung. Dadurch können neue Behandlungsmethoden schneller eröffnet werden als im konventionelle Medizinbetrieb."
27,NZ.K10,Ich bin dafür dass KI im Gesundheitssystem genutzt wird. Jedoch nur als beratende Funktion und darf für Ideen Tipps und Informationen genutzt werden. Die wirklichen Entscheidungen in Diagnostik und Therapie soll ein Mensch treffen
28,Z.P1,"Eine KI wäre rund um die Uhr erreichbar; in der Nacht oder am Wochenende, wenn auch nur in einer Notbesetzung mit medizinischem Hilfspersonal. Das ließe sich ohne KI sonst nur in großen Kliniken sicherstellen und wäre auf dem Land nicht möglich."
29,Z.K2,"Das kann gut sein, auch kostenmässig wäre das genial. Aber das bedeutet auch dass eine KI im Notfall bzw Einzelfall Entscheidungen treffen können muss. Diese Entscheidungen kann sie aber nur auf Basis von ihren Trainingsdaten treffen. Ein Mensch kann bestimmt besser auf Sonderfälle reagieren und Therapieentscheidungen treffen"
30,Z.P2,Die Anwendung einer KI ist standardisiert und reproduzierbar. Sie hängt nicht von den unterschiedlichen Fähigkeiten oder der Tagesform der behandelnden Ärzt*innen ab. Stattdessen liefert sie gleichbleibend gute Ergebnisse und ermüdet im Gegesatz zum menschlichen Gehirn nicht.
31,FAQ.2,Aber sie kann keinen Spezialist ersetzen der perfekt ausgebildet ist auf seinem Gebiet.
32,Z.GP2,Die KI kann automatisch bestimmte Krankheitsbilder mit tausenden Datenpunkten abgleichen. Ärzt*innen können diese Menge nicht bewältigen.
33,Z.P3,"Patient*innen haben ein Recht auf die neuesten evidenzbasierten Empfehlungen hinsichtlich ihrer Therapie. Eine KI ist, im Gegensatz zu Ärzt*innen, die sich mühsam weiterbilden müssen, immer auf dem aktuellen Stand der Forschung. Dadurch können neue Behandlungsmethoden schneller eröffnet werden als im konventionelle Medizinbetrieb."
34,NZ.K10,Ja deshalb soll eine KI auch eingesetzt werden um Ärzten als beratende Hilfe zur Seite zu stehen.
35,Z.K2,Eine Entscheidung sollte angepasst an das Individuum sein und nicht an Statistiken. Wenn eine KI alleine Entscheidungen trifft bezieht sich diese nur auf die Vergangenheit
36,FAQ.G1,Aber wie soll das funktionieren?
37,Z.P3-1,"Gerade in der Anfangszeit kann es durch die neuen und komplexen Vorgänge in den Datenerhebungszentren zu Stress und schnellerer Ermüdung führen, wodurch wiederum Fehler entstehen, die sich letztlich im von der KI gelieferten Ergebnis widerspiegeln."
38,Z.P2,Aber diese Ermpdungserscheinung haben auch Ärzte die nach einer 24h Schicht im Krankemhaus noch wichtige Entscheidungen treffen müssen
39,Z.P2,"Die Effizienz der KI folgt gerade daraus, dass eine KI das was sie einmal gelernt hat niemals vergisst und anders als Ärzt*innen nicht auf Arbeitszeiten beschränkt, sondern 24/7 einsatzfähig ist."
40,Z.P2,Die Anwendung einer KI ist standardisiert und reproduzierbar. Sie hängt nicht von den unterschiedlichen Fähigkeiten oder der Tagesform der behandelnden Ärzt*innen ab. Stattdessen liefert sie gleichbleibend gute Ergebnisse und ermüdet im Gegesatz zum menschlichen Gehirn nicht.
41,Z.K15,"Aber wie kann sichergestellt werden, dass die KI keine Fehler macht?"
42,Z.K15-1,"Fehler sind bei einer KI deshalb deutlich unwahrscheinlicher, da eine KI bei jedem Update ausführlich und automatich getestet werden können. Vergleichbare Prüfungen für Ärzte gibt es nicht."
43,Z.K1,"KI in der Medizin führt dazu, dass Patient*innen alleine bleiben, weil sie keine menschliche Zuwendung bekommen. Persönlicher Kontakt mit Ärzt*innen und aufmunternder Zuspruch kann schon zu einer Verbesserung des Zustands beitragen."
44,NZ.K10,Das würde eher dafür sprechen dass Ärzte nicht komplett durch eine KI ersetzt werden sollten sondern diese vor allem als Analysetool unterstüzend nutzen sollten.
45,FAQ.1,Mich würde noch interessieren woher die KI ihre Informationen bezieht?
46,Z.K1,Alles klar. Wie schauts es mit dem psychologischen Aspekten aus. Ist die KI empathisch?
47,Z.K2,Eine KI kann die Lebensumstände der Patient*innen in die Untersuchung nicht mit einbeziehen. Die konkrete Fragestellung und die gesamte Krankheitssituation der Patient*innen sind jedoch für die Diagnostik und die passende Therapieentscheidung enorm wichtig.
48,Z.K2,Wie kann die KI dann eine passende Behandlung gewährleisten wenn die Lebensumstände nicht einbezogen werden können?
49,Z.K2,"Viele Krankheitsbilder sind ähnlich, wodurch individuelle Lebensumstände oft nicht von Bedeutung sind"
50,Z.P1,"Eine KI wäre rund um die Uhr erreichbar; in der Nacht oder am Wochenende, wenn auch nur in einer Notbesetzung mit medizinischem Hilfspersonal. Das ließe sich ohne KI sonst nur in großen Kliniken sicherstellen und wäre auf dem Land nicht möglich."
51,Z.K1-1,"Weist die KI eine hervorragende Erfolgsquote auf, könnte das Vertrauen darin, die bestmögliche Behandlung zu bekommen, ebenfalls für einen psychische Stärkung sorgen. Ferner ist die KI in unserem Szenario ein zertifizierter Web-Service, der mit Patient*innen in natürlicher Sprache kommunizieren kann. Ihre medizinischen Daten erlangt die KI durch Untersuchungszentren, in denen medizinisches Fachpersonal die Patient*innen krankheitsbedingt untersucht, wodurch persönlicher Kontakt hergestellt wird."
52,Z.K3,Bei Fehlentscheidungen der KI werden sehr hohe Schadensersatzforderungen entstehen und die Hersteller*innen könnten für diese Fehlentscheidungen der KI verantwortlich gemacht werden. Die Anreize für die Hersteller*innen eine KI zu entwickeln würden wegfallen.
53,Z.K9,Kann die KI anfällig für Cyberangriffe sein?
54,Z.K9,Durch die große Menge gesammelter Daten werden Kliniken interessanter für Cyberangriffe.
55,Z.K9-1,"Mit der zunehmenden Digitalisierung, etwa mit Einführung der digitalen Patient*innenakte, müssen sich Kliniken ohnehin stärker gegen Cyberangriffe schützen. Die fertigen Systeme laufen im geschützten Bereich der Klinik und unterliegen dem gleichen Schutz wie Patient*innendaten."
56,NZ.K9,Was passiert bei einem Blackout wenn die Stromversorgung ausfällt aber wichtige Entscheidungen getroffen werden müssen?
57,Z.P3,"Patient*innen haben ein Recht auf die neuesten evidenzbasierten Empfehlungen hinsichtlich ihrer Therapie. Eine KI ist, im Gegensatz zu Ärzt*innen, die sich mühsam weiterbilden müssen, immer auf dem aktuellen Stand der Forschung. Dadurch können neue Behandlungsmethoden schneller eröffnet werden als im konventionelle Medizinbetrieb."
58,Z.GP2,Die Vorteile der KI im diagnostischem Aspekt sind für mich überzeugend.
59,NZ.K10,Ich finde trotzdem sie Ärzt*innen nicht komplett ersetzen sollte
60,Z.K14,Ärztliche Diagnosen werden in Zeiten des digitalen Wandels überflüssig und das Berufsbild von Ärzt*innen allgemein könnte dadurch als nicht zukunftssicher gelten.
61,Z.K14-1,Ich glaube nicht dass der Beruf des Arztes bald ersetzt wird und das Berufsbild dadurch unsicher wird
62,Z.P4,"In vielen medizinischen Bereichen übersteigt die Nachfrage an Fachpersonal das Angebot, da ärztliche Leistungen immer mehr in Anspruch genommen werden. Gerade durch das Altern der sogenannten Babyboomer, sprich Menschen der geburtenstarken Jahrgänge von 1955 bis 1969, wird es zu einem vorübergehend ansteigenden Versorgungsbedarf kommen. Die KI kann für Abhilfe sorgen und mithilfe ihres Einsatzes auch dem demografischen Wandel in ländlichen Regionen begegnen. Dieser zeigt sich unter anderem ebenfalls im Mangel von Ärzt*innen in diesen Gebieten."
63,Z.P4,"Es ist auf jeden Fall wünschenswert der Überbelastung entgegenzuwirken, auch mit KI."
64,Z.K18,"Gerade in der Anfangszeit kann es durch die neuen und komplexen Vorgänge in den Datenerhebungszentren zu Stress und schnellerer Ermüdung führen, wodurch wiederum Fehler entstehen, die sich letztlich im von der KI gelieferten Ergebnis widerspiegeln."
65,Z.K2,Eine KI kann die Lebensumstände der Patient*innen in die Untersuchung nicht mit einbeziehen. Die konkrete Fragestellung und die gesamte Krankheitssituation der Patient*innen sind jedoch für die Diagnostik und die passende Therapieentscheidung enorm wichtig.
66,Z.K2,"Könnte man der KI die Lebensumstände nicht beibringen? Sie könnte auf bestimmte Merkmale reagieren, z.B. Hygiene"
67,Z.K10,"Patient*innen haben kein Vertrauen in die KI, da diese unpersönlich ist. Insbesondere ältere Patient*innen neigen zu Skepsis gegenüber technischen Geräten."
68,Z.K10-2,"Allerdings steigt auch die Skepsis gegenüber Ärzten und Krankenhäuser, da vermehrt gespart wird, Ärzte zunehmend überlastet sind und aus dem Ausland kommen, was bei älteren Leuten auch zu Skepsis führt. Vielleicht sehen ältere Leute es dann auch positiv, dass sich was verändert."
69,Z.K3,Bei Fehlentscheidungen der KI werden sehr hohe Schadensersatzforderungen entstehen und die Hersteller*innen könnten für diese Fehlentscheidungen der KI verantwortlich gemacht werden. Die Anreize für die Hersteller*innen eine KI zu entwickeln würden wegfallen.
70,Z.K5,"Bei der Diagnostik und Therapieentscheidung sind die Erklärungen der Ergebnisse wichtig, da letztlich die Patient*innen ihrer Therapie zustimmen müssen. Eine KI tut sich schwer eine auf das intellektuelle Niveau der Patient*innen angepasste Erklärung zu liefern."
71,NZ.G3,"Man könnte der KI ja auch eine einfache, verständliche Sprache beibringen"
72,Z.K9,Durch die große Menge gesammelter Daten werden Kliniken interessanter für Cyberangriffe.
73,Z.P7,Das sehe ich als einen der größten Nachteile einer KI. Allerdings ist die aktuelle analoge Situation in Krankenhäuser auch nicht ideal. Momentan muss alles noch händisch erfasst werden wodurch es auch zu vielen Fehlern kommen kann und was einen enormen Aufwand für das Personal darstellt.
74,Z.K14,Ärztliche Diagnosen werden in Zeiten des digitalen Wandels überflüssig und das Berufsbild von Ärzt*innen allgemein könnte dadurch als nicht zukunftssicher gelten.
75,NZ.K10,Ärzte werden notwendig sein um die Diagnosen und Behandlungen zu überwachen.
76,Z.K6,"Auch sehe ich nicht, dass KIs Operationen und andere Behandlungen durchführen können"
77,Z.P3,"Für die diagnostische Anwendung macht eine KI viel Sinn. Sie würde über ein breiteres Wissen verfügen, als ein Arzt. Könnte verschieden Krankheitsbilder miteinander vergleichen,"
78,Z.P2,"wäre ""konzentrierte"" und hat keinen Zeitdruck."
79,Z.K9,Eine behandelnde KI sehe ich kritischer aufgrund von Cyberangriffen während des Eingriffes oder Versicherungsaspekten.
80,Z.K14-1,"Das Berufsbild des Arztes sehe ich nicht gefährdet, da er wichtig für die direkte Kommunikation mit dem Patienten ist und die Behandlungen"
81,Z.P3,Besonders alte Ärzte haben manchmal keine Lust mehr auf Fortbildungen und kein Interesse daran was der derzeitige Stand der Wissenschaft ist. Eine KI hat dieses Problem nicht solange sie immer die neuen Studien und Erkenntnisse gefüttert bekommt.
82,Z.P3,"Patient*innen haben ein Recht auf die neuesten evidenzbasierten Empfehlungen hinsichtlich ihrer Therapie. Eine KI ist, im Gegensatz zu Ärzt*innen, die sich mühsam weiterbilden müssen, immer auf dem aktuellen Stand der Forschung. Dadurch können neue Behandlungsmethoden schneller eröffnet werden als im konventionelle Medizinbetrieb."
83,Z.K2,Eine KI kann die Lebensumstände der Patient*innen in die Untersuchung nicht mit einbeziehen. Die konkrete Fragestellung und die gesamte Krankheitssituation der Patient*innen sind jedoch für die Diagnostik und die passende Therapieentscheidung enorm wichtig.
84,Z.K1,"Selbst wenn, ändert das jedoch nichts daran, dass KI in der Medizin dazu führt, dass Patient*innen alleine bleiben, weil sie keine menschliche Zuwendung bekommen. Persönlicher Kontakt mit Ärzt*innen und aufmunternder Zuspruch kann schon zu einer Verbesserung des Zustands beitragen."
85,Z.K7-1,Aber dafür muss man keine teuren Ärzte anstellen. Sondern man kann Sozialpädagogen oder Therapeuten anstellen die sich tatsächlich mit der Psyche auskennen und die richtigen Worte finden können.
86,Z.P7,Oft haben Ärzte überhaupt nicht die Zeit und den Willen Patienten die nötige Zuneigung und Aufmerksamkeit zu geben die ein kranker Mensch benötigt.
87,Z.K5,"Bei der Diagnostik und Therapieentscheidung sind die Erklärungen der Ergebnisse wichtig, da letztlich die Patient*innen ihrer Therapie zustimmen müssen. Eine KI tut sich schwer eine auf das intellektuelle Niveau der Patient*innen angepasste Erklärung zu liefern."
88,Z.K3,Bei Fehlentscheidungen der KI werden sehr hohe Schadensersatzforderungen entstehen und die Hersteller*innen könnten für diese Fehlentscheidungen der KI verantwortlich gemacht werden. Die Anreize für die Hersteller*innen eine KI zu entwickeln würden wegfallen. Das spricht gegen den Einsatz von KI.
89,Z.K3-2,"Fehlerfreie Entscheidungen sind in der Medizin unmöglich. Es geht immer nur darum, möglichst gut zu sein. Wenn, wie in unserem Szenario, eine KI mindestens die gleiche Leistungsfähigkeit wie Fachärzt*innen aufweist, sollte kein Schadenersatz in den Fällen, wo sie Fehler macht, gezahlt werden, da menschliche Ärzt*innen für Fehldiagnosen auch keinen Schadenersatz zahlen müssen außer bei grober Fahrlässigkeit. Wenn allerdings die Rechtsprechung hohen Schadenersatz bei jedem Fehler der KI verlangen würde, würde die KI nicht einsetzbar sein - zum Schaden der Patienten, denen eine bessere Diagnostik vorenthalten wird."
90,Z.K4,"Probleme der KI sind nicht nur solche anfänglicher Art, sondern vielmehr grundsätzlicher Art, wie Strukturfehler im System. Während Fehler von einzelnen Ärzt*innen gemacht werden, wird eine fehlerhafte KI an zahlreichen Standorten eingesetzt, wodurch Fehler deutlich gravierender ausfallen können."
91,Z.K9,Durch die große Menge gesammelter Daten werden Kliniken interessanter für Cyberangriffe.
92,Z.K9-1,"Ist das nicht ein generelles Problem, für das gute teure Spezialisten angestellt werden? Es müssen definitiv Regelungen existieren die festlegen dass eine Klinik einen guten sicheren Umgang mit den Daten hat."
93,Z.K9-1,"Mit der zunehmenden Digitalisierung, etwa mit Einführung der digitalen Patient*innenakte, müssen sich Kliniken ohnehin stärker gegen Cyberangriffe schützen. Die fertigen Systeme laufen im geschützten Bereich der Klinik und unterliegen dem gleichen Schutz wie Patient*innendaten."
94,Z.K9-1,"Der hierdurch entstehende Mehraufwand, etwa hinsichtlich der Umsetzung und der Kontrolle der Einhaltung des Datenschutzes, stellt gerade aus finanzieller Sicht eine zu große Belastung für die Kliniken dar."
95,Z.K13,"Bei Krankendaten handelt es sich um besonders sensible Daten, hinsichtlich denen ein hohes Missbrauchspotential besteht. Beispielsweise könnten sie gut an Pharmakonzerne verkauft werden. Dies gilt es zu unterbinden. Fallen dir noch weitere Argumente ein?"
96,Z.P2,Es gibt ermüdete Ärzte die überhaupt nicht mehr praktizieren sollten. Die nicht mehr wirklich an dem Wohl ihrer Patienten interessiert sind. Sie machen Fehler und geben diese ungern zu. Dazu kommt dass wenn spontan Probleme bei den Patienten auftreten sie gerne mal faul reagieren und gar nicht gute neue Therapieideen liefern
97,Z.P2,Die Anwendung einer KI ist standardisiert und reproduzierbar. Sie hängt nicht von den unterschiedlichen Fähigkeiten oder der Tagesform der behandelnden Ärzt*innen ab. Stattdessen liefert sie gleichbleibend gute Ergebnisse und ermüdet im Gegesatz zum menschlichen Gehirn nicht.
98,Z.P3-1,"Gerade in der Anfangszeit kann es durch die neuen und komplexen Vorgänge in den Datenerhebungszentren zu Stress und schnellerer Ermüdung führen, wodurch wiederum Fehler entstehen, die sich letztlich im von der KI gelieferten Ergebnis widerspiegeln."
99,NZ.K10,"Ich denke, dass eine KI eher unterstützend wirken sollte."
100,Z.K10-1,"In unserem Szenario werden die Menschen in Untersuchungszentren durch medizinisches Personal krankheitsbedingt untersucht. Die Ergebnisse werden von der KI ausgewertet und anhand dessen Diagnosen und therapeutische Entscheidungen getroffen. Es ist davon auszugehen, dass das Vertrauen der Patient*innen mit steigender Leistung der KI sichtlich steigen wird, zumal besonders schwierige Fälle an Kompetenzzentren mit den besten Fachärzt*innen überwiesen werden."
101,Z.P1,"Eine KI wäre rund um die Uhr erreichbar; in der Nacht oder am Wochenende, wenn auch nur in einer Notbesetzung mit medizinischem Hilfspersonal. Das ließe sich ohne KI sonst nur in großen Kliniken sicherstellen und wäre auf dem Land nicht möglich."
102,FAQ.1-1,"Das bedeutet, für den menschlichen Kontakt steht Personal zur Verfügung, aber die relevanten Entscheidungen werden vorrangig von KI getroffen, richtig?"
103,Z.K3,"Hier stellt sich die Frage, wer haftet, wenn die Entschidungen der KI die gesundheitliche Problematik des Patienten weiter verstärken. Die Informatiker?"
104,Z.P1,Das mit der Erreichbarkeit rund um die Uhr ist natürlich ein gutes Argument. Eine KI würde tatsächlich sehr viel Entlastung in den Schichtbetrieb bringen.
105,Z.K3,Bei Fehlentscheidungen der KI werden sehr hohe Schadensersatzforderungen entstehen und die Hersteller*innen könnten für diese Fehlentscheidungen der KI verantwortlich gemacht werden. Die Anreize für die Hersteller*innen eine KI zu entwickeln würden wegfallen.
106,Z.K3,"Schadensersatzforderungen sollten kein Grund sein eine fortschrittliche Technologie zu verhindern. Denoch könnte man den hohen Schadensersatzforderungen mittels sog. Haftungsfonds bzw. durch eine allgemeine Versicherungspflicht für die KI entgegenwirken, die von den Versicherern und Hersteller*innen gemeinsam zu finanzieren sind."
107,NZ.K10,"Das Problem würde auch umgangen werden, wenn die Eintscheidungen, die die KI fällt, in jedem Fall von einem Arzt abgesegnet werden muss. Dann haftet der Arzt. Die KI wirkt mehr als Entscheidungshilfe statt die Entscheidungen zu fällen."
108,Z.K15,"KI trifft Entscheidungen ja aus einer Datenlage heraus. Angenommen, ein Patient hat Symptome, die sehr häufig bei einer bestimmten Krankheit auftreten, aber er hat diese Krankheit nicht, dann wird die KI mit hoher Wahrscheinlichkeit diese Krankheit behandeln anstatt weiter nach Ursachen für die Symptomatik zu suchen, oder nicht? Kann es sein, dass dann einige Patienten zu schnell eingeordnet werden und so Krankheiten nicht richtig erkannt werden?"
109,Z.K3-2,"Fehlerfreie Entscheidungen sind in der Medizin unmöglich. Es geht immer nur darum, möglichst gut zu sein. Wenn, wie in unserem Szenario, eine KI mindestens die gleiche Leistungsfähigkeit wie Fachärzt*innen aufweist, sollte kein Schadenersatz in den Fällen, wo sie Fehler macht, gezahlt werden, da menschliche Ärzt*innen für Fehldiagnosen auch keinen Schadenersatz zahlen müssen außer bei grober Fahrlässigkeit. Wenn allerdings die Rechtsprechung hohen Schadenersatz bei jedem Fehler der KI verlangen würde, würde die KI nicht einsetzbar sein - zum Schaden der Patienten, denen eine bessere Diagnostik vorenthalten wird."
110,Z.K3-1-1-1,"Dass sich eine KI nicht lohnt, wenn das Risiko besteht, viele Strafzahlungen leisten zu müssen, ist klar. Wenn die Leistung der KI, wie in diesem Szenario, i.A. tatsächlich genauso gut ist, wie die eines Arztes, sollten auch die gleichen Maßstäbe angelegt werden. Aber ich halte dennoch es für schwierig, der KI die gleichen Kompetenzen zu ermöglichen."
111,Z.K10,"Patient*innen haben kein Vertrauen in die KI, da diese unpersönlich ist. Insbesondere ältere Patient*innen neigen zu Skepsis gegenüber technischen Geräten."
112,Z.K10-2,"Kommt wahrscheinlich auch auf die KI an. Das Vertrauensproblem kann ich gut nachvollziehen. Allerdings wird sicherlich immer mehr Vertrauen bei Menschen entstehen, wenn KI eine Weile im Einsatz ist und auffällt, dass die Entscheidungen/Vorschläge der KI hilfreich waren."
113,NZ.K10,"Neue Technologie abzulehnen und nicht umzusetzen nur weil sie nicht vertraut ist, ist kein gutes Argument. So könnte man nie neue Dinge umsetzen. Diese Angst vor Neuem lässt sich jedoch auch durch einen nur unterstützenden Einsatz der KI beheben, da so ebenfalls ein Arzt zur Stelle ist, der die Entscheidungen der KI nochmal überdenken kann und so dem Patienten ein Gefühl der Sicherheit gibt."
114,Z.P3,"Patient*innen haben ein Recht auf die neuesten evidenzbasierten Empfehlungen hinsichtlich ihrer Therapie. Eine KI ist, im Gegensatz zu Ärzt*innen, die sich mühsam weiterbilden müssen, immer auf dem aktuellen Stand der Forschung. Dadurch können neue Behandlungsmethoden schneller eröffnet werden als im konventionelle Medizinbetrieb."
115,Z.K10-1,"In unserem Szenario werden die Menschen in Untersuchungszentren durch medizinisches Personal krankheitsbedingt untersucht. Die Ergebnisse werden von der KI ausgewertet und anhand dessen Diagnosen und therapeutische Entscheidungen getroffen. Es ist davon auszugehen, dass das Vertrauen der Patient*innen mit steigender Leistung der KI sichtlich steigen wird, zumal besonders schwierige Fälle an Kompetenzzentren mit den besten Fachärzt*innen überwiesen werden."
116,Z.P6,"Für die KI spricht, dass sie angeben kann, mit welcher Wahrscheinlichkeit sie von dem Vorliegen der diagnostizierten Krankheit ausgeht."
117,Z.K7,"ich befürchte jedoch, dass je mehr roboterhafte Kommunikation von der KI ausgeht, desto weniger Vertrauen bei manchen Patienten entsteht."
118,NZ.K10,"Ich denke eine KI kann einen Arzt nicht komplett ersetzen, allerdings in der Entscheidungsfindung unterstützen."
119,Z.P6,"Die KI kann u.U. auf ein größeres Wissen zugreifen, und die Wahrscheinlichkeiten verschiedener Krankheiten besser einschätzen."
120,Z.K7,"Allerdings mangelt es ihr an Empathie, was für viele Patienten wichtig ist. Sie wollen von einem Menschen verstanden und ernstgenommen werden."
