,label,category,stance,parents,similars,label_name,keywords,paraphrase,summary,full_text,groups,rating,reaction_to_argument
13,Z.P7-1,Z,CON,Z.P7,,Erschwerte Zusammenführung der Verkehrsmittel,,verringerte Verkehrsflächen /könnten den Verkehrsfluss erschweren.,Erschwerte Zusammenführung der Verkehrsmittel,"Wenn die Verkehrsflächen schmaler werden, könnte es schwieriger werden, alle Verkehrsmittel sicher zusammenzuführen, insbesondere wenn die Technik für die autonome Fahrzeugführung noch nicht flächendeckend eingesetzt wird. ",Z.GP1,,
14,Z.P12,Z,PRO,,Z.P12-1-2,Erhöhte Verkehrseffizienz; neue Mobilitätskonzepte und -lösungen; positive Umwelteffekte,,durch den Einsatz der autoKI /werden die Verkehrseffizienz und Umweltbilanz verbessert.,Durch den Einsatz der autoKI wird die Verkehrseffizienz erhöht und dadurch ein positiver Umwelteffekt herbeigeführt.,"Die autoKI ist vielseitig und gut für Umwelt und Nutzer:innen, denn sie erhöht unter anderem die Verkehrseffizienz, vermeidet Staubildungen und kann auch durch neue Mobilitätskonzepte und -lösungen positive Umwelteffekte erzielen.",Z.GP1,4,
15,Z.P12-1,Z,CON,Z.P12,,Zuwachs von Individualfahrzeugen,,Durch die KI /kommt es zu einem Zuwachs von Individualfahrzeugen,Durch die KI kommt es zu einem Zuwachs von Individualfahrzeugen,"Die gesteigerte Attraktivität von Individualfahrzeugen schafft zusätzliche Anreize, ein privates Fahrzeug zu erwerben. Es ist mit einem Zuwachs an Individualfahrzeugen zu rechnen, was sich ökologisch negativ und zulasten des öffentlichen Verkehrs auswirkt.",Z.GP1,1,
16,Z.P12-1-1,Z,PRO,Z.P12-1,,Staatliche Kontrollmechanismen,,Staatliche Kontrollmechanismen /verhindern einen uneingeschränkten Zuwachs an Individualfahrzeugen.,Staatliche Kontrollmechanismen verhindern einen uneingeschränkten Zuwachs an Individualfahrzeugen.,"Diesem Problem könnte man mit kontrollierter Zulassung von autonomen Fahrzeugen nach geeigneten Kriterien begegnen. Staatliche Kontrollmechanismen können helfen, einen uneingeschränkten Zuwachs an Individualfahrzeugen zu verhindern.",Z.GP1,,
17,Z.P12-1-2,Z,PRO,Z.P12-1,Z.P12,Stauvermeidung trotz Zuwachs,,Der Einsatz von autoKI /führt zu Stauvermeidung trotz eines Zuwachses an Individualfahrzeugen.,Der Einsatz von autoKI führt zu Stauvermeidung trotz eines Zuwachses an Individualfahrzeugen.,"Deutsche stehen durchschnittlich 30 Stunden pro Jahr im Stau. Der verbreitete Einsatz von autoKI könnte sicherstellen, dass die Geschwindigkeiten der Fahrzeuge optimal an die Verkehrssituation angepasst sind und somit unnötiges Bremsen/Beschleunigen verhindern.",Z.GP1,,
18,Z.P12-1-3,Z,PRO,Z.P12-1,,Car-Sharing; weniger Privatfahrzeuge,,Car-Sharing-Angebote /werden durch die autoKI attrativer.,Car-Sharing-Angebote werden durch die autoKI attrativer und können besser betrieben werden.,"Andererseits verbessert es auch die Anziehungskraft von Car-Sharing-Diensten, da man sie ohne menschliche Fahrer durch technische Systeme effizienter betreiben kann. Es ist also nicht unbedingt so, dass es mehr privat genutzte Fahrzeuge auf den Straßen geben wird.",Z.GP1,,
19,Z.P12-2,Z,CON,Z.P12,,"Umweltschädlich, da wichtige Ressourcen benötigt werden",,die autoKI /könnte schädlich für die Umwelt sein.,"die autoKI ist schädlich für die Umwelt, da viele notwednige Ressourcen für die Herstellung und den Einsatz notwendig sind.","Es gibt aber mit dem Einsatz der autoKI auch die Umwelt belastende Faktoren. So werden noch mehr wertvolle Ressourcen notwendig sein, die für die neuen Bauteile und die technische Ausstattung sowohl für das Fahrzeug als auch für die Infrastruktur notwendig sein werden. Immerhin funktioniert eine autoKi u.a. nur Dank umfangreicher Kommunikationsmöglichkeiten und zahlreicher Sensoren.",Z.GP1,,
20,Z.P13,Z,PRO,,,Anschluss in strukturschwachen und ländlichen Regionen,,Durch die KI /wird der Anschluss der Bürger:innen in strukturschwachen und ländlichen Regionen verbessert.,Durch die KI wird der Anschluss der Bürger:innen in strukturschwachen und ländlichen Regionen verbessert.,"Dank einer Orientierung an der Nachfrage, kann die autoKI den Anschluss der Bürger:innen in ländlichen Regionen an das gesellschaftliche Leben verbessern. Fahrzeiten würden sich verkürzen, weniger Umsteigevorgänge wären notwendig und ein individueller Takt kann eingeführt werden.",Z.GP4,3,
21,Z.P14,Z,PRO,,,Zuverlässigkeit; Reisekomfort,,Die KI /fördert die Zuverlässigkeit des ÖPNV.,Die KI fördert die Zuverlässigkeit des ÖPNV und führt damit zu einer Verbesserung des Reisekomforts.,"Durch eine durchgängige autonome Mobilität ist es nicht mehr notwendig verschiedene Linien des ÖPNV nutzen zu müssen, um an sein Ziel zu kommen. Anschlussverbindungen werden nicht mehr verpasst. ",Z.GP1,4,
22,Z.C2,Z,CON,,,Striktere Geschwindigkeitsbegrenzungen und weniger effizienter Verkehr,,Striktere Geschwindigkeitsbegrenzungen /sind nötig.,Striktere Geschwindigkeitsbegrenzungen und weniger effizienter Verkehr,"Vernetztes Fahren mittels autoKI wird noch striktere Geschwindigkeitsbegrenzungen einfordern, damit die Systeme überhaupt gut miteinander kommunizieren können. Mit der Konsequenz, dass sich die Fahrzeiten verlängern und der Verkehr insgesamt weniger effizient wird.",Z.GK1,1,
23,Z.C2-1,Z,PRO,Z.C2,,striktere Geschwindigkeitsbegrenzungen machen den Verkehr sicherer,,striktere Geschwindigkeitsbegrenzungen /machen den Verkehr sicherer.,striktere Geschwindigkeitsbegrenzungen machen den Verkehr sicherer,"Striktere Geschwindigkeitsbegrenzungen haben in Kombination mit den leistungsstarken autonomen Fahrsystemen die Folge, dass der Verkehr insgesamt sicherer wird, auch für sonstige Verkehrsteilnehmer.",Z.GK1,5,
24,Z.C2-1-1,Z,CON,Z.C2-1,,Frustration anderer Verkehrsteilnehmer wegen langsamer Fahrweise,,langsames Fahren /frustriert andere Verkehrsteilnehmer.,Frustration anderer Verkehrsteilnehmer wegen langsamer Fahrweise,"Eine langsamere und defensive Fahrweise der autonom fahrenden Autos könnte bei weiteren Verkehrsteilnehmern für Frustration und Ärger sorgen, sodass diese zu unüberlegten Fahrmanövern neigen und letztendlich neue Gefahrensituationen schaffen.",Z.GK1,,
25,Z.C3,Z,CON,,,Versagen technischen Systems; Safety-Problem; fehlerfreie KI gibt es nicht,,Das technische System /könnte versagen.,Das technische System könnte versagen.,"Bei der autoKI könnte es ein „Safety-Problem“ geben, als dass das technische System versagen könnte und Fehler macht. Eine perfekte KI gibt es nicht und wird allein aufgrund der Umwelteinflüsse schier unmöglich sein.",Z.GK4,1,
26,Z.C3-1,Z,PRO,"Z.C3, Z.C4, Z.C14",,autoKI erkennt Systemgrenzen; autoKI versetzt selbstsändig das Auto in einen risikominimalen Zustand,,Die autoKI /erkennt eigene Systemgrenzen und versetzt bei deren Erreichen das Auto in einen risikominimalen Zustand.,Die autoKI erkennt eigene Systemgrenzen und versetzt bei deren Erreichen das Auto in einen risikominimalen Zustand.,"Die autoKI erkennt die eigenen Systemgrenzen und wird bei deren Erreichen oder etwaiger technischer Störungen, die eine Ausübung der autonomen Fahrfunktion behindern, das Fahrzeug eigenständig in einen risikominimalen Zustand versetzen, bspw. auf einem Seitenstreifen zum Stehen kommen.",Z.GK4,3,
27,Z.C3-2,,PRO,"Z.C3, Z.C4",,Fehler/Erkenntnisse eines Fahrzeugs mit autoKI können an alle weiteren autoKI-Systeme weitergegeben werden,,alle autonomen Fahrzeuge /lernen aus dem Fehler eines einzigen Fahrzeugs.,"Fehler werden von der autoKI weitergegeben und alle Fahrzeuge mit autonomen Fahrsystem lernen daraus, sodass ein solcher Fehler kein zweites Mal passiert.","Neue erkenntnisse sowie auch Feher der autoKI können direkt weitergegeben werden, sodass aus ihren gelernt wird und etwaige Fehler nicht wieder passieren. Macht ein Mensch jedoch ein Fehler, lernt bestenfalls nur er dazu und begeht diesen kein weiteres Mal.",Z.GK4,3,
28,Z.C4,Z,CON,,,Cyberangriff; Gefährdung anderer; Security-Problem,,Das technische System /könnte Ziel eines Cyberangriffes werden.,"Das technische System könnte Ziel eines Cyberangriffes werden und somit ein ""Security-Problem"" bei der autoKI geben.","Bei der autoKI könnte es ein „Security-Problem“ geben, als dass das technische System durch Menschen manipuliert wird und neben den Fahrgästen auch andere Verkehrsteilnehmer:innen sowie Unbeteiligte gefährdet werden.",Z.GK4,3,
29,Z.C4-1,Z,PRO,Z.C4,,Schutzmaßnahmen; Sicherheitstechnik,,Der Hersteller /muss Schutzmaßnahmen treffen.,Der Hersteller muss Schutzmaßnahmen treffen und dabei Fortschritte in der Sicherheitstechnik berücksichtigen.,"Der Hersteller muss natürlich alles ihm Mögliche und Zumutbare tun, um das Fahrzeug und seine Architektur vor Angriffen zu schützen. Dabei müssen Fortschritte in der Sicherheitstechnik fortlaufend berücksichtigt werden.",Z.GK4,,
30,Z.C4-1-1,Z,CON,Z.C4-1,,Abschirmen vor Angriffen unmöglich,,Bei einem autonomen Fahrzeug /ist ein Abschirmen vor Angriffen unmöglich.,Bei einem autonomen Fahrzeug ist ein Abschirmen vor Angriffen unmöglich.,Im Gegensatz zu einem Fahrzeug ohne automatische Systeme ist ein Isolieren des autonomen Fahrzeugs und damit ein Abschirmen vor Angriffen aufgrund seines hohen Kommunikationsbedarfs nicht möglich. ,Z.GK4,,
31,Z.C4-1-2,Z,CON,Z.C4-1,,Kein mit Internet verbundenes System ist fehlerfrei,,Kein mit dem Internet verbundenes System /ist fehlerfrei.,Kein mit dem Internet verbundenes System ist fehlerfrei.,"Es ist eine Binsenwahrheit, dass kein System, das mit dem Internet verbunden ist, vollständig gegen Hacker geschützt werden kann.",Z.GK4,,
32,Z.C5,Z,CON,,,Mangelnde Akzeptanz neuer Technologien; Skepsis,,neue Technologien /werden eher skeptisch betrachtet.,neue Technologien werden eher skeptisch betrachtet.,"Neue Technologien, die den Menschen als Kontrollorgan immer weiter zurückdrängen, werden oftmals eher skeptisch betrachtet. Es ist fraglich, ob entsprechende führerlose Fahrzeuge von der Gesellschaft angenommen und akzeptiert werden.",Z.GK3,4,
33,Z.C5-1,Z,PRO,Z.C5,,überwiegende Neugierde,,neue autonome Fahrsysteme /wecken eher die Neugierde bei den Menschen.,neue autonome Fahrsysteme wecken eher die Neugierde bei den Menschen.,"Bisherige Erfahrungen aus diversen Forschungsgruppen, gefördert von dem BMVI, vermitteln den Eindruck, dass die autonomen Fahrzeuge bei den Fahrgästen ganz überwiegend Neugier wecken und gern angenommen werden.",Z.GK3,1,
34,Z.C5-1-1,Z,CON,Z.C5-1,,Umfragen zeigen gespaltene Ansichten,,laut Umfragen /sind die Einstellungen der Menschen zwiegespalten.,laut Umfragen sind die Einstellungen der Menschen zwiegespalten.,Laut einer Umfrage von Autoscout24 und dem Marktforschungsinstitut Inno-fact sprechen sich 53% der Deutschen gegen die Zulassung autonomen Fahrens aus. Ihr Hauptargument: Sie wollen lieber selber fahren.,Z.GK3,,
35,Z.C5-1-1-1,Z,PRO,Z.C5-1-1,,Mischverkehr bleibt möglich; Menschen können weiterhin selbst fahren,,den Menschen /wird die eigene Übernahme der Fahrzeugsteuerung nicht weggenommen.,den Menschen wird die eigene Übernahme der Fahrzeugsteuerung nicht weggenommen.,"Die Fahrzeugsteuerung lieber selbst zu übernehmen, ist kein Grund, autonomes Fahren gänzlich zu verhindern. Die, die lieber selbst die Fahrzeugführung übernehmen wollen, können dies weiterhin tun.",Z.GK3,,
36,Z.C5-1-1-1-1,Z,CON,Z.C5-1-1-1,,Ausschließliche Zulassung autoKI; Wegfall menschlichen Fahrers,,Menschen /werden zu reinen Passagieren degradiert.,Menschen werden zu reinen Passagieren degradiert.,"Bei zuverlässiger Technik, kann es dazu kommen, dass Menschen ausschließlich zu Passagier:innen degradiert werden, ohne die Möglichkeit zu haben, selbst noch das Steuer zu übernehmen oder so stark in der Haftung sind, dass sich das Risiko des Selbstfahrens nicht mehr lohnt.",Z.GK3,,
37,Z.C5-1-1-2,Z,PRO,Z.C5-1-1,,Begriff autonomen Fahrens oftmals unklar; Untersuchungen zur Akzeptanz erschwert,,die Begriffsverwendung der Stufen des automatisierten bis hin zum autonomen Fahren /werden oft verwechselt.,die Begriffsverwendung der Stufen des automatisierten bis hin zum autonomen Fahren werden oft verwechselt.,"Oftmals ist der Begriff des autonomen Fahrens in öffentlichen Debatten unklar. Die Begriffe des automatisierten, teilautomatisierten oder fahrerlosen Fahrens werden oft synonym verwendet. Das erschwert eine Untersuchung der Akzeptanz in der Gesellschaft.",Z.GK3,,
38,Z.C5-2,Z,PRO,Z.C5,,Gesellschaftlicher Dialog wird fortgeführt und intensiviert,,Chancen und Risiken /sollten in einem gesellschaftlichen Dialog vermittelt werden.,"ein gesellschaftlicher Dialog sollte geführt werden, der die Chancen aber auch Risiken den Menschen vermittelt.","Um das autonome Fahren einem größeren Kreis von Bürger:innen „erfahrbar“ zu machen, bedarf es weiterer Anstrengungen. Insbesondere der gesellschaftliche Dialog sollte hierfür fortgeführt und intensiviert werden.",Z.GK3,3,
39,Z.C5-3,Z,PRO,"Z.C5, Z.C14",,Mehr Akzeptanz durch weniger Unfälle,,die Akzeptanz /wird durch rückläufige Unfallzahlen steigen.,die Akzeptanz wird durch rückläufige Unfallzahlen steigen.,"Sobald sich die Sicherheitsaspekte der autoKI auch in Zahlen bei den rückläufigen Unfallhäufigkeiten in der Gesellschaft verbreiten, wird sich die Technik verstärkt durchsetzen und von der Gesellschaft akzeptiert werden.",Z.GK3,3,
40,Z.P8,Z,PRO,,,Kürzere Reaktionszeit; zielführender; KI lässt sich nicht ablenken,,die KI /kann schneller und zielführender in kritischen Situationen entscheiden.,die KI kann schneller und zielführender in kritischen Situationen entscheiden.,"Die autoKI kann viel rascher und zielführender in kritischen Situationen entscheiden. Sie reagiert schneller in Gefahrensituationen und benötigt, anders als der Mensch, keine Reaktionszeit, um überhaupt erst zu handeln. Zudem lässt sich die autoKI nicht ablenken.",Z.GP1,5,
41,Z.P8-1,Z,CON,Z.P8,,KI kann menschliches Fehlverhalten nicht vorhersehen,,auch die KI /kann menschliches Fehlverhalten nicht vorhersehen.,auch die KI kann menschliches Fehlverhalten nicht vorhersehen.,"autoKI haben große Probleme damit, sich auf irrationales Fahrverhalten von Menschen einzustellen. Wie man mit müden oder abgelenkten anderen Verkehrsteilnehmer:innen umgeht, lässt sich nur sehr schwierig simulieren. Hier wird die autoKI an ihre Grenzen stoßen.",Z.GP1,5,
42,Z.P8-1-1,Z,PRO,Z.P8-1,,Mensch kann auch irrationales Fehlverhalten nicht vorhersehen; KI reagiert in solchen Fällen schneller,,eine KI /kann schneller als Menschen auf Risiken reagieren.,"auch ein Mensch kann irrationales Fehlverhalten nicht vorhersehen, die KI jedoch schneller reagieren.","Auch menschliche Fahrer:innen können nicht perfekt auf irrationales Fahrverhalten anderer Beteiligter am Straßenverkehr reagieren. Der Vorteil der autoKI in solchen Fällen ist allerdings, dass diese deutlich schneller reagieren kann.",Z.GP1,,
43,Z.P8-1-2,Z,PRO,,,"Wenn es nur noch AutoKI gibt, gibt es das problem nicht mehr",,Wenn nur noch AutoKI /genutzt wird gibt es das Problem nicht mehr,"Wenn Autos nur noch AutoKI nutzen, gibt es das Problem nicht mehr","Wenn alle Menschen mit autoKI fahren, spielt irrationales Fahrverhalten von Menschen keine Rolle mehr.",Z.GP1,,
44,Z.P8-1-2-1,Z,CON,,,Während einer langen Übergangsphase zum voll KI-gesteuerten Verkehr besteht Problem weiterhin,,das Problem /besteht während einer  jahrelangen Übergangsphase weiterhin,Während einer langen Übergangsphase zum voll KI-gesteuerten Verkehr besteht das Problem weiterhin,Die Übergangsphase wird sich allerdings über Jahre erstrecken und für diese Zeit ist irrationales Fahrverhalten von Menschen ein großes Problem für die AutoKI.,Z.GP1,,
45,Z.P9,Z,PRO,Z.C6,,KI trifft bessere Entscheidungen; Personenschutz hat stets Vorrang,,Die KI /trifft bessere Entscheidungen.,"Die KI trifft bessere Entscheidungen, wobei Personenschutz stets Vorrang hat.",Die autoKI schätzt Situationen aufgrund der Programmierung objektiver ein und kann damit auch im Blick auf die Gefährdungen und Schäden im Normalfall bessere Entscheidungen treffen. Personenschutz hat dabei stets Vorrang vor dem Tier- oder Sachschutz. ,Z.GP1,4,
46,Z.P9-1,Z,CON,Z.P9,,Menschen können auch sehr gute Fahrer sein,,Fahrer:innen /können auch sehr gute Fahrer sein.,Fahrer:innen können auch sehr gute Fahrer sein.,"Gute Fahrer:innen können eine defensive Fahrweise und einen Überblick über die Verkehrssituation haben, um stets rechtzeitig reagieren zu können.",Z.GP1,,
47,Z.P9-1-1,Z,PRO,Z.P9-1,,Unerfahrene Fahrer machen gewagte/unnötige Ausweichmanöver,,Unerfahrene Fahrer:innen /machen gewagte und unnötige Ausweichmanöver.,Unerfahrene Fahrer:innen machen gewagte und unnötige Ausweichmanöver.,"Gerade unerfahrene Fahrer:innen entscheiden sich bei Tieren auf der Fahrbahn für Ausweichmanöver, geraten hierbei in den Gegenverkehr und gefährden so das eigene, aber auch das Leben anderer Verkehrsteilnehmer.",Z.GP1,,
48,Z.C6,Z,CON,,,Dilemmasituationen; Leben gegen Leben; Problemsituationen,,die autoKI /kann sog. Dilemmasituationen nicht zufriedenstellend auflösen.,die autoKI kann sog. Dilemmasituationen nicht zufriedenstellend auflösen.,"Bei der autoKI gibt es ein Abwägungsproblem. In sog. Dilemmasituationen, in denen Menschenleben gegen Menschenleben stehen, ist fraglich, wie zu entscheiden ist. Derartige Entscheidungen sind weder eindeutig normierbar, noch ethisch zweifelsfrei programmierbar.",Z.GK3,2,
49,Z.C6-2,Z,PRO,Z.C6,,KI kann auf weitere Lösungsmöglichkeiten zugreifen; Zufallsgenerator,,Der autoKI /stehen weitere Auflösungsmöglichkeiten der dilemmatischen Situationen zur Verfügung. ,Der autoKI stehen weitere Auflösungsmöglichkeiten der dilemmatischen Situationen zur Verfügung. ,"Die autoKI könnte in Dilemmasituationen auf einen Zufallsgenerator zurückgreifen, mithin eine Konstellation, in der das Fahrzeug situationsunabhängig entscheiden und dabei auf keine vorgegebenen Werte und Algorithmen zurückgreifen würde.",Z.GK3,,
50,Z.C6-2-1,Z,CON,Z.C6-2,,Zufallsgenerator verstößt gegen das Grundgesetz,,Der Zufallsgenerator in sog. Dilemmasituationen /verstößt gegen das Grundgesetz.,Der Zufallsgenerator in sog. Dilemmasituationen verstößt gegen das Grundgesetz.,"Eine solche Gestaltung würde dem menschlichen Leben und der Würde des Menschen nicht gerecht werden können, nicht zuletzt deshalb, weil die am Straßenverkehr teilnehmenden Menschen zu einem bloßen Objekt degradiert werden würden.",Z.GK3,,
51,Z.C6-3,Z,PRO,Z.C6,,Programmierung auf Minimierung der Opferzahlen möglich,,Eine Programmierung auf eine Minimierung der Opfer in sog. Dilemmasituationen /ist möglich.,Eine Programmierung auf eine Minimierung der Opfer in sog. Dilemmasituationen ist möglich.,"Eine Programmierung auf die Minimierung der Opfer könnte ohne Verstoß gegen das Grundgesetz gerechtfertigt werden, wenn die Programmierung das Risiko eines jeden einzelnen Verkehrsteilnehmers in gleichem Maße reduziert.",Z.GK3,,
52,Z.C6-3-1,Z,CON,Z.C6-3,,Programmierer verantwortlich,,Programmierer /könnten zur Verantwortung gezogen werden.,Programmierer könnten zur Verantwortung gezogen werden.,"Eine solche Programmierung steht allerdings vor dem Problem, dass faktisch einprogrammiert werden muss, dass möglichst wenige Personen zu Schaden kommen, das Fahrzeug also lieber einen Einzelnen als eine Gruppe von Menschen überfährt. Programmierer könnten zur Verantwortung gezogen werden.",Z.GK3,,
53,Z.P11,Z,PRO,Z.C14,,Mensch größte Gefahrenquelle; Einhaltung der Verkehrsvorschriften,,der Mensch /ist statistisch gesehen die größte Gefahrenquelle im Straßenverkehr,der Mensch ist statistisch gesehen die größte Gefahrenquelle im Straßenverkehr,"Statistisch betrachtet ist in knapp 90% der Unfälle menschliches Fehlverhalten die Ursache und somit die größte Gefahrenquelle im Straßenverkehr. Übernimmt die autoKI die Fahrzeugführung, kommt es zu weniger Unfällen, da sie sich stets an die Verkehrsvorschriften hält. Das reduziert auch die Kosten, da u.a. an versciherungsbeträgen gespart werden kann.",Z.GP1,5,
54,Z.P11-1,Z,CON,Z.P11,,Manipulation der Verkehrszeichen; schlechte Witterungsbedingungen machen Verkehrszeichen unkenntlich; Mensch kennt die Vorschriften vor Ort,,die autoKI /kann aufgrund von Manipulationen oder schlechten Witterungensbedingungen die Verkehrszeichen nicht erkennen.,die autoKI kann aufgrund von Manipulationen oder schlechten Witterungensbedingungen die Verkehrszeichen nicht erkennen.,"Die autoKI kann die Verkehrszeichen aufgrund von Manipulation oder schlechten Witterungsbedingungen nicht immer erkennen. Fahrer:innen werden in solchen Fällen auf gemachte Erfahrungen zurückgreifen können und wissen oftmals, welche Vorschriften in dem Bereich gelten.",Z.GP1,2,
55,Z.P11-1-1,Z,PRO,Z.P11-1,,Verkehrsvorschriften können programmiert werden,,die Verkehrsvorschriften /können einprogrammiert werden.,die Verkehrsvorschriften können einprogrammiert werden.,"Es gibt bereits die ersten Bemühungen, Rechtsnormen so zu formalisieren, als dass sie unmittelbar in Computersoftware überführt werden können. Hierdurch wird es der autoKI ermöglicht, stets die Verkehrsvorschriften einzuhalten, ohne dass sie diese optisch wahrnehmen können muss.",Z.GP1,,
